global_id	adhyaya	pada	num	text_deva	text_slp1	sutra_type
1	1	1	1	वृद्धिरादैच्	vfdDirAdEc	SAMJNA
2	1	1	2	अदेङ् गुणः	adeN guRH	SAMJNA
3	1	1	3	इको गुणवृद्धी	iko guRvfdDI	PARIBHASHA
4	1	1	4	न धातुलोप आर्धधातुके	n DAtulop ArDDAtuke	VIDHI
5	1	1	5	क्ङिति च	kNiti c	VIDHI
6	1	1	6	दीधीवेवीटाम्	dIDIvevIwAm	VIDHI
7	1	1	7	हलोऽनन्तराः संयोगः	hlonntrAH sMyogH	SAMJNA
8	1	1	8	मुखनासिकावचनोऽनुनासिकः	muKnAsikAvcnonunAsikH	SAMJNA
9	1	1	9	तुल्यास्यप्रयत्नं सवर्णम्	tulyAsyprytnM svrRm	SAMJNA
10	1	1	10	नाज्झलौ	nAjJlO	SAMJNA
11	1	1	11	ईदूदेद्द्विवचनं प्रगृह्यम्	IdUdeddvivcnM prgfhym	SAMJNA
12	1	1	12	अदसो मात्	adso mAt	SAMJNA
13	1	1	13	शे	Se	SAMJNA
14	1	1	14	निपात एकाजनाङ्	nipAt ekAjnAN	SAMJNA
15	1	1	15	ओत्	ot	SAMJNA
16	1	1	16	सम्बुद्धौ शाकल्यस्येतावनार्षे	smbudDO SAklysyetAvnArze	SAMJNA
17	1	1	17	उञः	uYH	SAMJNA
18	1	1	18	ऊँ	U~	SAMJNA
19	1	1	19	ईदूतौ च सप्तम्यर्थे	IdUtO c sptmyrTe	SAMJNA
20	1	1	20	दाधा घ्वदाप्	dADA GvdAp	SAMJNA
21	1	1	21	आद्यन्तवदेकस्मिन्	Adyntvdeksmin	PARIBHASHA
22	1	1	22	तरप्तमपौ घः	trptmpO GH	SAMJNA
23	1	1	23	बहुगणवतुडति संख्या	bhugRvtuqti sMKyA	SAMJNA
24	1	1	24	ष्णान्ता षट्	zRAntA zw	SAMJNA
25	1	1	25	डति च	qti c	SAMJNA
26	1	1	26	क्तक्तवतू निष्ठा	ktktvtU nizWA	SAMJNA
27	1	1	27	सर्वादीनि सर्वनामानि	srvAdIni srvnAmAni	SAMJNA
28	1	1	28	विभाषा दिक्समासे बहुव्रीहौ	viBAzA diksmAse bhuvrIhO	SAMJNA
29	1	1	29	न बहुव्रीहौ	n bhuvrIhO	SAMJNA
30	1	1	30	तृतीयासमासे	tftIyAsmAse	SAMJNA
31	1	1	31	द्वन्द्वे च	dvndve c	SAMJNA
32	1	1	32	विभाषा जसि	viBAzA jsi	SAMJNA
33	1	1	33	प्रथमचरमतयाल्पार्धकतिपयनेमाश्च	prTmcrmtyAlpArDktipynemASc	SAMJNA
34	1	1	34	पूर्वपरावरदक्षिणोत्तरापराधराणि व्यवस्थायामसंज्ञायाम्	pUrvprAvrdkziRottrAprADrARi vyvsTAyAmsMjYAyAm	SAMJNA
35	1	1	35	स्वमज्ञातिधनाख्यायाम्	svmjYAtiDnAKyAyAm	SAMJNA
36	1	1	36	अन्तरं बहिर्योगोपसंव्यानयोः	antrM bhiryogopsMvyAnyoH	SAMJNA
37	1	1	37	स्वरादिनिपातमव्ययम्	svrAdinipAtmvyym	SAMJNA
38	1	1	38	तद्धितश्चासर्वविभक्तिः	tdDitScAsrvviBktiH	SAMJNA
39	1	1	39	कृन्मेजन्तः	kfnmejntH	SAMJNA
40	1	1	40	क्त्वातोसुन्कसुनः	ktvAtosunksunH	SAMJNA
41	1	1	41	अव्ययीभावश्च	avyyIBAvSc	SAMJNA
42	1	1	42	शि सर्वनामस्थानम्	Si srvnAmsTAnm	SAMJNA
43	1	1	43	सुडनपुंसकस्य	suqnpuMsksy	SAMJNA
44	1	1	44	न वेति विभाषा	n veti viBAzA	SAMJNA
45	1	1	45	इग्यणः सम्प्रसारणम्	igyRH smprsArRm	SAMJNA
46	1	1	46	आद्यन्तौ टकितौ	AdyntO wkitO	PARIBHASHA
47	1	1	47	मिदचोऽन्त्यात्परः	midcontyAtprH	PARIBHASHA
48	1	1	48	एच इग्घ्रस्वादेशे	ec igGrsvAdeSe	PARIBHASHA
49	1	1	49	षष्ठी स्थानेयोगा	zzWI sTAneyogA	PARIBHASHA
50	1	1	50	स्थानेऽन्तरतमः	sTAnentrtmH	PARIBHASHA
51	1	1	51	उरण् रपरः	urR rprH	PARIBHASHA
52	1	1	52	अलोऽन्त्यस्य	alontysy	PARIBHASHA
53	1	1	53	ङिच्च	Nicc	PARIBHASHA
54	1	1	54	आदेः परस्य	AdeH prsy	PARIBHASHA
55	1	1	55	अनेकाल्शित्सर्वस्य	anekAlSitsrvsy	PARIBHASHA
56	1	1	56	स्थानिवदादेशोऽनल्विधौ	sTAnivdAdeSonlviDO	ADHIKARA
57	1	1	57	अचः परस्मिन् पूर्वविधौ	acH prsmin pUrvviDO	ADHIKARA
58	1	1	58	न पदान्तद्विर्वचनवरेयलोपस्वरसवर्णानुस्वारदीर्घजश्चर्विधिषु	n pdAntdvirvcnvreylopsvrsvrRAnusvArdIrGjScrviDizu	ADHIKARA
59	1	1	59	द्विर्वचनेऽचि	dvirvcneci	ADHIKARA
60	1	1	60	अदर्शनं लोपः	adrSnM lopH	SAMJNA
61	1	1	61	प्रत्ययस्य लुक्श्लुलुपः	prtyysy lukSlulupH	SAMJNA
62	1	1	62	प्रत्ययलोपे प्रत्ययलक्षणम्	prtyylope prtyylkzRm	PARIBHASHA
63	1	1	63	न लुमताङ्गस्य	n lumtANgsy	PARIBHASHA
64	1	1	64	अचोऽन्त्यादि टि	acontyAdi wi	SAMJNA
65	1	1	65	अलोऽन्त्यात् पूर्व उपधा	alontyAt pUrv upDA	SAMJNA
66	1	1	66	तस्मिन्निति निर्दिष्टे पूर्वस्य	tsminniti nirdizwe pUrvsy	PARIBHASHA
67	1	1	67	तस्मादित्युत्तरस्य	tsmAdityuttrsy	PARIBHASHA
68	1	1	68	स्वं रूपं शब्दस्याशब्दसंज्ञा	svM rUpM SbdsyASbdsMjYA	VIDHI
69	1	1	69	अणुदित् सवर्णस्य चाप्रत्ययः	aRudit svrRsy cAprtyyH	VIDHI
70	1	1	70	तपरस्तत्कालस्य	tprsttkAlsy	VIDHI
71	1	1	71	आदिरन्त्येन सहेता	Adirntyen shetA	SAMJNA
72	1	1	72	येन विधिस्तदन्तस्य	yen viDistdntsy	VIDHI
73	1	1	73	वृद्धिर्यस्याचामादिस्तद् वृद्धम्	vfdDirysyAcAmAdistd vfdDm	SAMJNA
74	1	1	74	त्यदादीनि च	tydAdIni c	SAMJNA
75	1	1	75	एङ् प्राचां देशे	eN prAcAM deSe	SAMJNA
76	1	2	1	गाङ्कुटादिभ्योऽञ्णिन्ङित्	gANkuwAdiByoYRinNit	ADHIKARA
77	1	2	2	विज इट्	vij iw	ADHIKARA
78	1	2	3	विभाषोर्णोः	viBAzorRoH	ADHIKARA
79	1	2	4	सार्वधातुकमपित्	sArvDAtukmpit	ADHIKARA
80	1	2	5	असंयोगाल्लिट् कित्	asMyogAlliw kit	ADHIKARA
81	1	2	6	इन्धिभवतिभ्यां च	inDiBvtiByAM c	ADHIKARA
82	1	2	7	मृडमृदगुधकुषक्लिशवदवसः क्त्वा	mfqmfdguDkuzkliSvdvsH ktvA	ADHIKARA
83	1	2	8	रुदविदमुषग्रहिस्वपिप्रच्छः सँश्च	rudvidmuzgrhisvpiprcCH s~Sc	ADHIKARA
84	1	2	9	इको झल्	iko Jl	ADHIKARA
85	1	2	10	हलन्ताच्च	hlntAcc	ADHIKARA
86	1	2	11	लिङ्सिचावात्मनेपदेषु	liNsicAvAtmnepdezu	ADHIKARA
87	1	2	12	उश्च	uSc	ADHIKARA
88	1	2	13	वा गमः	vA gmH	ADHIKARA
89	1	2	14	हनः सिच्	hnH sic	ADHIKARA
90	1	2	15	यमो गन्धने	ymo gnDne	ADHIKARA
91	1	2	16	विभाषोपयमने	viBAzopymne	ADHIKARA
92	1	2	17	स्था घ्वोरिच्च	sTA Gvoricc	ADHIKARA
93	1	2	18	न क्त्वा सेट्	n ktvA sew	ADHIKARA
94	1	2	19	निष्ठा शीङ्स्विदिमिदिक्ष्विदिधृषः	nizWA SINsvidimidikzvidiDfzH	ADHIKARA
95	1	2	20	मृषस्तितिक्षायाम्	mfzstitikzAyAm	ADHIKARA
96	1	2	21	उदुपधाद्भावादिकर्मणोरन्यतरस्याम्	udupDAdBAvAdikrmRornytrsyAm	ADHIKARA
97	1	2	22	पूङः क्त्वा च	pUNH ktvA c	ADHIKARA
98	1	2	23	नोपधात्थफान्ताद्वा	nopDAtTPAntAdvA	ADHIKARA
99	1	2	24	वञ्चिलुञ्च्यृतश्च	vYciluYcyftSc	ADHIKARA
100	1	2	25	तृषिमृषिकृशेः काश्यपस्य	tfzimfzikfSeH kASypsy	ADHIKARA
101	1	2	26	रलो व्युपधाद्धलादेः संश्च	rlo vyupDAdDlAdeH sMSc	ADHIKARA
102	1	2	27	ऊकालोऽज्झ्रस्वदीर्घप्लुतः	UkAlojJrsvdIrGplutH	SAMJNA
103	1	2	28	अचश्च	acSc	PARIBHASHA
104	1	2	29	उच्चैरुदात्तः	uccErudAttH	SAMJNA
105	1	2	30	नीचैरनुदात्तः	nIcErnudAttH	SAMJNA
106	1	2	31	समाहारः स्वरितः	smAhArH svritH	SAMJNA
107	1	2	32	तस्यादित उदात्तमर्धह्रस्वम्	tsyAdit udAttmrDhrsvm	VIDHI
108	1	2	33	एकश्रुति दूरात् सम्बुद्धौ	ekSruti dUrAt smbudDO	VIDHI
109	1	2	34	यज्ञकर्मण्यजपन्यूङ्खसामसु	yjYkrmRyjpnyUNKsAmsu	VIDHI
110	1	2	35	उच्चैस्तरां वा वषट्कारः	uccEstrAM vA vzwkArH	VIDHI
111	1	2	36	विभाषा छन्दसि	viBAzA Cndsi	VIDHI
112	1	2	37	न सुब्रह्मण्यायां स्वरितस्य तूदात्तः	n subrhmRyAyAM svritsy tUdAttH	VIDHI
113	1	2	38	देवब्रह्मणोरनुदात्तः	devbrhmRornudAttH	VIDHI
114	1	2	39	स्वरितात् संहितायामनुदात्तानाम्	svritAt sMhitAyAmnudAttAnAm	VIDHI
115	1	2	40	उदात्तस्वरितपरस्य सन्नतरः	udAttsvritprsy snntrH	VIDHI
116	1	2	41	अपृक्त एकाल् प्रत्ययः	apfkt ekAl prtyyH	SAMJNA
117	1	2	42	तत्पुरुषः समानाधिकरणः कर्मधारयः	ttpuruzH smAnADikrRH krmDAryH	SAMJNA
118	1	2	43	प्रथमानिर्दिष्टं समास उपसर्जनम्	prTmAnirdizwM smAs upsrjnm	SAMJNA
119	1	2	44	एकविभक्ति चापूर्वनिपाते	ekviBkti cApUrvnipAte	SAMJNA
120	1	2	45	अर्थवदधातुरप्रत्ययः प्रातिपदिकम्	arTvdDAturprtyyH prAtipdikm	SAMJNA
121	1	2	46	कृत्तद्धितसमासाश्च	kfttdDitsmAsASc	SAMJNA
122	1	2	47	ह्रस्वो नपुंसके प्रातिपदिकस्य	hrsvo npuMske prAtipdiksy	VIDHI
123	1	2	48	गोस्त्रियोरुपसर्जनस्य	gostriyorupsrjnsy	VIDHI
124	1	2	49	लुक् तद्धितलुकि	luk tdDitluki	VIDHI
125	1	2	50	इद्गोण्याः	idgoRyAH	VIDHI
126	1	2	51	लुपि युक्तवद्व्यक्तिवचने	lupi yuktvdvyktivcne	ADHIKARA
127	1	2	52	विशेषणानां चाजातेः	viSezRAnAM cAjAteH	ADHIKARA
128	1	2	53	तदशिष्यं संज्ञाप्रमाणत्वात्	tdSizyM sMjYAprmARtvAt	VIDHI
129	1	2	54	लुब्योगाप्रख्यानात्	lubyogAprKyAnAt	VIDHI
130	1	2	55	योगप्रमाणे च तदभावेऽदर्शनं स्यात्	yogprmARe c tdBAvedrSnM syAt	VIDHI
131	1	2	56	प्रधानप्रत्ययार्थवचनमर्थस्यान्यप्रमाणत्वात्	prDAnprtyyArTvcnmrTsyAnyprmARtvAt	VIDHI
132	1	2	57	कालोपसर्जने च तुल्यम्	kAlopsrjne c tulym	VIDHI
133	1	2	58	जात्याख्यायामेकस्मिन् बहुवचनमन्यतरस्याम्	jAtyAKyAyAmeksmin bhuvcnmnytrsyAm	VIDHI
134	1	2	59	अस्मदो द्वयोश्च	asmdo dvyoSc	VIDHI
135	1	2	60	फल्गुनीप्रोष्ठपदानां च नक्षत्रे	PlgunIprozWpdAnAM c nkztre	VIDHI
136	1	2	61	छन्दसि पुनर्वस्वोरेकवचनम्	Cndsi punrvsvorekvcnm	VIDHI
137	1	2	62	विशाखयोश्च	viSAKyoSc	VIDHI
138	1	2	63	तिष्यपुनर्वस्वोर्नक्षत्रद्वन्द्वे बहुवचनस्य द्विवचनं नित्यम्	tizypunrvsvornkztrdvndve bhuvcnsy dvivcnM nitym	VIDHI
139	1	2	64	सरूपाणामेकशेष एकविभक्तौ	srUpARAmekSez ekviBktO	VIDHI
140	1	2	65	वृद्धो यूना तल्लक्षणश्चेदेव विशेषः	vfdDo yUnA tllkzRScedev viSezH	VIDHI
141	1	2	66	स्त्री पुंवच्च	strI puMvcc	ADHIKARA
142	1	2	67	पुमान् स्त्रिया	pumAn striyA	VIDHI
143	1	2	68	भ्रातृपुत्रौ स्वसृदुहितृभ्याम्	BrAtfputrO svsfduhitfByAm	VIDHI
144	1	2	69	नपुंसकमनपुंसकेनैकवच्चास्यान्यतरस्याम्	npuMskmnpuMskenEkvccAsyAnytrsyAm	VIDHI
145	1	2	70	पिता मात्रा	pitA mAtrA	VIDHI
146	1	2	71	श्वशुरः श्वश्र्वा	SvSurH SvSrvA	VIDHI
147	1	2	72	त्यदादीनि सर्वैर्नित्यम्	tydAdIni srvErnitym	VIDHI
148	1	2	73	ग्राम्यपशुसंघेष्वतरुणेषु स्त्री	grAmypSusMGezvtruRezu strI	VIDHI
149	1	3	1	भूवादयो धातवः	BUvAdyo DAtvH	SAMJNA
150	1	3	2	उपदेशेऽजनुनासिक इत्	updeSejnunAsik it	SAMJNA
151	1	3	3	हलन्त्यम्	hlntym	SAMJNA
152	1	3	4	न विभक्तौ तुस्माः	n viBktO tusmAH	SAMJNA
153	1	3	5	आदिर्ञिटुडवः	AdirYiwuqvH	SAMJNA
154	1	3	6	षः प्रत्ययस्य	zH prtyysy	SAMJNA
155	1	3	7	चुटू	cuwU	SAMJNA
156	1	3	8	लशक्वतद्धिते	lSkvtdDite	SAMJNA
157	1	3	9	तस्य लोपः	tsy lopH	VIDHI
158	1	3	10	यथासंख्यमनुदेशः समानाम्	yTAsMKymnudeSH smAnAm	PARIBHASHA
159	1	3	11	स्वरितेनाधिकारः	svritenADikArH	PARIBHASHA
160	1	3	12	अनुदात्तङित आत्मनेपदम्	anudAttNit Atmnepdm	VIDHI
161	1	3	13	भावकर्मणोः	BAvkrmRoH	VIDHI
162	1	3	14	कर्तरि कर्मव्यतिहारे	krtri krmvytihAre	VIDHI
163	1	3	15	न गतिहिंसार्थेभ्यः	n gtihiMsArTeByH	VIDHI
164	1	3	16	इतरेतरान्योन्योपपदाच्च	itretrAnyonyoppdAcc	VIDHI
165	1	3	17	नेर्विशः	nerviSH	VIDHI
166	1	3	18	परिव्यवेभ्यः क्रियः	privyveByH kriyH	VIDHI
167	1	3	19	विपराभ्यां जेः	viprAByAM jeH	VIDHI
168	1	3	20	आङो दोऽनास्यविहरणे	ANo donAsyvihrRe	VIDHI
169	1	3	21	क्रीडोऽनुसम्परिभ्यश्च	krIqonusmpriBySc	VIDHI
170	1	3	22	समवप्रविभ्यः स्थः	smvprviByH sTH	VIDHI
171	1	3	23	प्रकाशनस्थेयाख्ययोश्च	prkASnsTeyAKyyoSc	VIDHI
172	1	3	24	उदोऽनूर्ध्वकर्मणि	udonUrDvkrmRi	VIDHI
173	1	3	25	उपान्मन्त्रकरणे	upAnmntrkrRe	VIDHI
174	1	3	26	अकर्मकाच्च	akrmkAcc	VIDHI
175	1	3	27	उद्विभ्यां तपः	udviByAM tpH	VIDHI
176	1	3	28	आङो यमहनः	ANo ymhnH	VIDHI
177	1	3	29	समो गम्यृच्छिप्रच्छिस्वरत्यर्तिश्रुविदिभ्यः	smo gmyfcCiprcCisvrtyrtiSruvidiByH	VIDHI
178	1	3	30	निसमुपविभ्यो ह्वः	nismupviByo hvH	VIDHI
179	1	3	31	स्पर्द्धायामाङः	sprdDAyAmANH	VIDHI
180	1	3	32	गन्धनावक्षेपणसेवनसाहसिक्यप्रतियत्नप्रकथनोपयोगेषु कृञः	gnDnAvkzepRsevnsAhsikyprtiytnprkTnopyogezu kfYH	VIDHI
181	1	3	33	अधेः प्रसहने	aDeH prshne	VIDHI
182	1	3	34	वेः शब्दकर्मणः	veH SbdkrmRH	VIDHI
183	1	3	35	अकर्मकाच्च	akrmkAcc	VIDHI
184	1	3	36	सम्माननोत्सञ्जनाचार्यकरणज्ञानभृतिविगणनव्ययेषु नियः	smmAnnotsYjnAcArykrRjYAnBftivigRnvyyezu niyH	VIDHI
185	1	3	37	कर्तृस्थे चाशरीरे कर्मणि	krtfsTe cASrIre krmRi	VIDHI
186	1	3	38	वृत्तिसर्गतायनेषु क्रमः	vfttisrgtAynezu krmH	VIDHI
187	1	3	39	उपपराभ्याम्	upprAByAm	VIDHI
188	1	3	40	आङ उद्गमने	AN udgmne	VIDHI
189	1	3	41	वेः पादविहरणे	veH pAdvihrRe	VIDHI
190	1	3	42	प्रोपाभ्यां समर्थाभ्याम्	propAByAM smrTAByAm	VIDHI
191	1	3	43	अनुपसर्गाद्वा	anupsrgAdvA	VIDHI
192	1	3	44	अपह्नवे ज्ञः	aphnve jYH	VIDHI
193	1	3	45	अकर्मकाच्च	akrmkAcc	VIDHI
194	1	3	46	सम्प्रतिभ्यामनाध्याने	smprtiByAmnADyAne	VIDHI
195	1	3	47	भासनोपसम्भाषाज्ञानयत्नविमत्युपमन्त्रणेषु वदः	BAsnopsmBAzAjYAnytnvimtyupmntrRezu vdH	VIDHI
196	1	3	48	व्यक्तवाचां समुच्चारणे	vyktvAcAM smuccArRe	VIDHI
197	1	3	49	अनोरकर्मकात्	anorkrmkAt	VIDHI
198	1	3	50	विभाषा विप्रलापे	viBAzA viprlApe	VIDHI
199	1	3	51	अवाद्ग्रः	avAdgrH	VIDHI
200	1	3	52	समः प्रतिज्ञाने	smH prtijYAne	VIDHI
201	1	3	53	उदश्चरः सकर्मकात्	udScrH skrmkAt	VIDHI
202	1	3	54	समस्तृतीयायुक्तात्	smstftIyAyuktAt	VIDHI
203	1	3	55	दाणश्च सा चेच्चतुर्थ्यर्थे	dARSc sA ceccturTyrTe	VIDHI
204	1	3	56	उपाद्यमः स्वकरणे	upAdymH svkrRe	VIDHI
205	1	3	57	ज्ञाश्रुस्मृदृशां सनः	jYASrusmfdfSAM snH	VIDHI
206	1	3	58	नानोर्ज्ञः	nAnorjYH	VIDHI
207	1	3	59	प्रत्याङ्भ्यां श्रुवः	prtyANByAM SruvH	VIDHI
208	1	3	60	शदेः शितः	SdeH SitH	VIDHI
209	1	3	61	म्रियतेर्लुङ्लिङोश्च	mriyterluNliNoSc	VIDHI
210	1	3	62	पूर्ववत् सनः	pUrvvt snH	ADHIKARA
211	1	3	63	आम्प्रत्ययवत् कृञोऽनुप्रयोगस्य	Amprtyyvt kfYonupryogsy	VIDHI
212	1	3	64	प्रोपाभ्यां युजेरयज्ञपात्रेषु	propAByAM yujeryjYpAtrezu	VIDHI
213	1	3	65	समः क्ष्णुवः	smH kzRuvH	VIDHI
214	1	3	66	भुजोऽनवने	Bujonvne	VIDHI
215	1	3	67	णेरणौ यत्कर्म णौ चेत् स कर्ताऽनाध्याने	RerRO ytkrm RO cet s krtAnADyAne	VIDHI
216	1	3	68	भीस्म्योर्हेतुभये	BIsmyorhetuBye	VIDHI
217	1	3	69	गृधिवञ्च्योः प्रलम्भने	gfDivYcyoH prlmBne	VIDHI
218	1	3	70	लियः सम्माननशालीनीकरणयोश्च	liyH smmAnnSAlInIkrRyoSc	VIDHI
219	1	3	71	मिथ्योपपदात् कृञोऽभ्यासे	miTyoppdAt kfYoByAse	VIDHI
220	1	3	72	स्वरितञितः कर्त्रभिप्राये क्रियाफले	svritYitH krtrBiprAye kriyAPle	VIDHI
221	1	3	73	अपाद्वदः	apAdvdH	VIDHI
222	1	3	74	णिचश्च	RicSc	VIDHI
223	1	3	75	समुदाङ्भ्यो यमोऽग्रन्थे	smudANByo ymogrnTe	VIDHI
224	1	3	76	अनुपसर्गाज्ज्ञः	anupsrgAjjYH	VIDHI
225	1	3	77	विभाषोपपदेन प्रतीयमाने	viBAzoppden prtIymAne	VIDHI
226	1	3	78	शेषात् कर्तरि परस्मैपदम्	SezAt krtri prsmEpdm	VIDHI
227	1	3	79	अनुपराभ्यां कृञः	anuprAByAM kfYH	VIDHI
228	1	3	80	अभिप्रत्यतिभ्यः क्षिपः	aBiprtytiByH kzipH	VIDHI
229	1	3	81	प्राद्वहः	prAdvhH	VIDHI
230	1	3	82	परेर्मृषः	prermfzH	VIDHI
231	1	3	83	व्याङ्परिभ्यो रमः	vyANpriByo rmH	VIDHI
232	1	3	84	उपाच्च	upAcc	VIDHI
233	1	3	85	विभाषाऽकर्मकात्	viBAzAkrmkAt	VIDHI
234	1	3	86	बुधयुधनशजनेङ्प्रुद्रुस्रुभ्यो णेः	buDyuDnSjneNprudrusruByo ReH	VIDHI
235	1	3	87	निगरणचलनार्थेभ्यश्च	nigrRclnArTeBySc	VIDHI
236	1	3	88	अणावकर्मकाच्चित्तवत्कर्तृकात्	aRAvkrmkAccittvtkrtfkAt	VIDHI
237	1	3	89	न पादम्याङ्यमाङ्यसपरिमुहरुचिनृतिवदवसः	n pAdmyANymANysprimuhrucinftivdvsH	VIDHI
238	1	3	90	वा क्यषः	vA kyzH	VIDHI
239	1	3	91	द्युद्भ्यो लुङि	dyudByo luNi	VIDHI
240	1	3	92	वृद्भ्यः स्यसनोः	vfdByH sysnoH	VIDHI
241	1	3	93	लुटि च कॢपः	luwi c kpH	VIDHI
242	1	4	1	आ कडारादेका संज्ञा	A kqArAdekA sMjYA	ADHIKARA
243	1	4	2	विप्रतिषेधे परं कार्यम्	viprtizeDe prM kArym	PARIBHASHA
244	1	4	3	यू स्त्र्याख्यौ नदी	yU stryAKyO ndI	SAMJNA
245	1	4	4	नेयङुवङ्स्थानावस्त्री	neyNuvNsTAnAvstrI	SAMJNA
246	1	4	5	वाऽऽमि	vAmi	SAMJNA
247	1	4	6	ङिति ह्रस्वश्च	Niti hrsvSc	SAMJNA
248	1	4	7	शेषो घ्यसखि	Sezo GysKi	SAMJNA
249	1	4	8	पतिः समास एव	ptiH smAs ev	SAMJNA
250	1	4	9	षष्ठीयुक्तश्छन्दसि वा	zzWIyuktSCndsi vA	SAMJNA
251	1	4	10	ह्रस्वं लघु	hrsvM lGu	SAMJNA
252	1	4	11	संयोगे गुरु	sMyoge guru	SAMJNA
253	1	4	12	दीर्घं च	dIrGM c	SAMJNA
254	1	4	13	यस्मात् प्रत्ययविधिस्तदादि प्रत्ययेऽङ्गम्	ysmAt prtyyviDistdAdi prtyyeNgm	SAMJNA
255	1	4	14	सुप्तिङन्तं पदम्	suptiNntM pdm	SAMJNA
256	1	4	15	नः क्ये	nH kye	SAMJNA
257	1	4	16	सिति च	siti c	SAMJNA
258	1	4	17	स्वादिष्वसर्वनामस्थाने	svAdizvsrvnAmsTAne	SAMJNA
259	1	4	18	यचि भम्	yci Bm	SAMJNA
260	1	4	19	तसौ मत्वर्थे	tsO mtvrTe	SAMJNA
261	1	4	20	अयस्मयादीनि च्छन्दसि	aysmyAdIni cCndsi	SAMJNA
262	1	4	21	बहुषु बहुवचनम्	bhuzu bhuvcnm	VIDHI
263	1	4	22	द्व्येकयोर्द्विवचनैकवचने	dvyekyordvivcnEkvcne	VIDHI
264	1	4	23	कारके	kArke	SAMJNA
265	1	4	24	ध्रुवमपायेऽपादानम्	DruvmpAyepAdAnm	SAMJNA
266	1	4	25	भीत्रार्थानां भयहेतुः	BItrArTAnAM ByhetuH	SAMJNA
267	1	4	26	पराजेरसोढः	prAjersoQH	SAMJNA
268	1	4	27	वारणार्थानामीप्सितः	vArRArTAnAmIpsitH	SAMJNA
269	1	4	28	अन्तर्द्धौ येनादर्शनमिच्छति	antrdDO yenAdrSnmicCti	SAMJNA
270	1	4	29	आख्यातोपयोगे	AKyAtopyoge	SAMJNA
271	1	4	30	जनिकर्तुः प्रकृतिः	jnikrtuH prkftiH	SAMJNA
272	1	4	31	भुवः प्रभवः	BuvH prBvH	SAMJNA
273	1	4	32	कर्मणा यमभिप्रैति स सम्प्रदानम्	krmRA ymBiprEti s smprdAnm	SAMJNA
274	1	4	33	रुच्यर्थानां प्रीयमाणः	rucyrTAnAM prIymARH	SAMJNA
275	1	4	34	श्लाघह्नुङ्स्थाशपां ज्ञीप्स्यमानः	SlAGhnuNsTASpAM jYIpsymAnH	SAMJNA
276	1	4	35	धारेरुत्तमर्णः	DAreruttmrRH	SAMJNA
277	1	4	36	स्पृहेरीप्सितः	spfherIpsitH	SAMJNA
278	1	4	37	क्रुधद्रुहेर्ष्याऽसूयार्थानां यं प्रति कोपः	kruDdruherzyAsUyArTAnAM yM prti kopH	SAMJNA
279	1	4	38	क्रुधद्रुहोरुपसृष्टयोः कर्म	kruDdruhorupsfzwyoH krm	SAMJNA
280	1	4	39	राधीक्ष्योर्यस्य विप्रश्नः	rADIkzyorysy viprSnH	SAMJNA
281	1	4	40	प्रत्याङ्भ्यां श्रुवः पूर्वस्य कर्ता	prtyANByAM SruvH pUrvsy krtA	SAMJNA
282	1	4	41	अनुप्रतिगृणश्च	anuprtigfRSc	SAMJNA
283	1	4	42	साधकतमं करणम्	sADktmM krRm	SAMJNA
284	1	4	43	दिवः कर्म च	divH krm c	SAMJNA
285	1	4	44	परिक्रयणे सम्प्रदानमन्यतरस्याम्	prikryRe smprdAnmnytrsyAm	SAMJNA
286	1	4	45	आधारोऽधिकरणम्	ADAroDikrRm	SAMJNA
287	1	4	46	अधिशीङ्स्थाऽऽसां कर्म	aDiSINsTAsAM krm	SAMJNA
288	1	4	47	अभिनिविशश्च	aBiniviSSc	SAMJNA
289	1	4	48	उपान्वध्याङ्वसः	upAnvDyANvsH	SAMJNA
290	1	4	49	कर्तुरीप्सिततमं कर्म	krturIpsittmM krm	SAMJNA
291	1	4	50	तथायुक्तं चानीप्सितम्	tTAyuktM cAnIpsitm	SAMJNA
292	1	4	51	अकथितं च	akTitM c	SAMJNA
293	1	4	52	गतिबुद्धिप्रत्यवसानार्थशब्दकर्माकर्मकाणामणि कर्ता स णौ	gtibudDiprtyvsAnArTSbdkrmAkrmkARAmRi krtA s RO	SAMJNA
294	1	4	53	हृक्रोरन्यतरस्याम्	hfkrornytrsyAm	SAMJNA
295	1	4	54	स्वतन्त्रः कर्ता	svtntrH krtA	SAMJNA
296	1	4	55	तत्प्रयोजको हेतुश्च	ttpryojko hetuSc	SAMJNA
297	1	4	56	प्राग्रीश्वरान्निपाताः	prAgrISvrAnnipAtAH	SAMJNA
298	1	4	57	चादयोऽसत्त्वे	cAdyosttve	SAMJNA
299	1	4	58	प्रादयः	prAdyH	SAMJNA
300	1	4	59	उपसर्गाः क्रियायोगे	upsrgAH kriyAyoge	SAMJNA
301	1	4	60	गतिश्च	gtiSc	SAMJNA
302	1	4	61	ऊर्यादिच्विडाचश्च	UryAdicviqAcSc	SAMJNA
303	1	4	62	अनुकरणं चानितिपरम्	anukrRM cAnitiprm	SAMJNA
304	1	4	63	आदरानादरयोः सदसती	AdrAnAdryoH sdstI	SAMJNA
305	1	4	64	भूषणेऽलम्	BUzRelm	SAMJNA
306	1	4	65	अन्तरपरिग्रहे	antrprigrhe	SAMJNA
307	1	4	66	कणेमनसी श्रद्धाप्रतीघाते	kRemnsI SrdDAprtIGAte	SAMJNA
