global_id	adhyaya	pada	num	text_deva	text_slp1	sutra_type
1002	3	3	45	आक्रोशेऽवन्योर्ग्रहः	AkroSevnyorgrhH	VIDHI
1003	3	3	46	प्रे लिप्सायाम्	pre lipsAyAm	VIDHI
1004	3	3	47	परौ यज्ञे	prO yjYe	VIDHI
1005	3	3	48	नौ वृ धान्ये	nO vf DAnye	VIDHI
1006	3	3	49	उदि श्रयतियौतिपूद्रुवः	udi SrytiyOtipUdruvH	VIDHI
1007	3	3	50	विभाषाऽऽङि रुप्लुवोः	viBAzANi rupluvoH	VIDHI
1008	3	3	51	अवे ग्रहो वर्षप्रतिबन्धे	ave grho vrzprtibnDe	VIDHI
1009	3	3	52	प्रे वणिजाम्	pre vRijAm	VIDHI
1010	3	3	53	रश्मौ च	rSmO c	VIDHI
1011	3	3	54	वृणोतेराच्छादने	vfRoterAcCAdne	VIDHI
1012	3	3	55	परौ भुवोऽवज्ञाने	prO BuvovjYAne	VIDHI
1013	3	3	56	एरच्	erc	VIDHI
1014	3	3	57	ॠदोरप्	Fdorp	VIDHI
1015	3	3	58	ग्रहवृदृनिश्चिगमश्च	grhvfdfniScigmSc	VIDHI
1016	3	3	59	उपसर्गेऽदः	upsrgedH	VIDHI
1017	3	3	60	नौ ण च	nO R c	VIDHI
1018	3	3	61	व्यधजपोरनुपसर्गे	vyDjpornupsrge	VIDHI
1019	3	3	62	स्वनहसोर्वा	svnhsorvA	VIDHI
1020	3	3	63	यमः समुपनिविषु च	ymH smupnivizu c	VIDHI
1021	3	3	64	नौ गदनदपठस्वनः	nO gdndpWsvnH	VIDHI
1022	3	3	65	क्वणो वीणायां च	kvRo vIRAyAM c	VIDHI
1023	3	3	66	नित्यं पणः परिमाणे	nityM pRH primARe	VIDHI
1024	3	3	67	मदोऽनुपसर्गे	mdonupsrge	VIDHI
1025	3	3	68	प्रमदसम्मदौ हर्षे	prmdsmmdO hrze	VIDHI
1026	3	3	69	समुदोरजः पशुषु	smudorjH pSuzu	VIDHI
1027	3	3	70	अक्षेषु ग्लहः	akzezu glhH	VIDHI
1028	3	3	71	प्रजने सर्तेः	prjne srteH	VIDHI
1029	3	3	72	ह्वः सम्प्रसारणं च न्यभ्युपविषु	hvH smprsArRM c nyByupvizu	VIDHI
1030	3	3	73	आङि युद्धे	ANi yudDe	VIDHI
1031	3	3	74	निपानमाहावः	nipAnmAhAvH	VIDHI
1032	3	3	75	भावेऽनुपसर्गस्य	BAvenupsrgsy	VIDHI
1033	3	3	76	हनश्च वधः	hnSc vDH	VIDHI
1034	3	3	77	मूर्तौ घनः	mUrtO GnH	VIDHI
1035	3	3	78	अन्तर्घनो देशे	antrGno deSe	VIDHI
1036	3	3	79	अगारैकदेशे प्रघणः प्रघाणश्च	agArEkdeSe prGRH prGARSc	VIDHI
1037	3	3	80	उद्घनोऽत्याधानम्	udGnotyADAnm	VIDHI
1038	3	3	81	अपघनोऽङ्गम्	apGnoNgm	VIDHI
1039	3	3	82	करणेऽयोविद्रुषु	krReyovidruzu	VIDHI
1040	3	3	83	स्तम्बे क च	stmbe k c	VIDHI
1041	3	3	84	परौ घः	prO GH	VIDHI
1042	3	3	85	उपघ्न आश्रये	upGn ASrye	VIDHI
1043	3	3	86	संघोद्घौ गणप्रशंसयोः	sMGodGO gRprSMsyoH	VIDHI
1044	3	3	87	निघो निमितम्	niGo nimitm	VIDHI
1045	3	3	88	ड्वितः क्त्रिः	qvitH ktriH	VIDHI
1046	3	3	89	ट्वितोऽथुच्	wvitoTuc	VIDHI
1047	3	3	90	यजयाचयतविच्छप्रच्छरक्षो नङ्	yjyAcytvicCprcCrkzo nN	VIDHI
1048	3	3	91	स्वपो नन्	svpo nn	VIDHI
1049	3	3	92	उपसर्गे घोः किः	upsrge GoH kiH	VIDHI
1050	3	3	93	कर्मण्यधिकरणे च	krmRyDikrRe c	VIDHI
1051	3	3	94	स्त्रियां क्तिन्	striyAM ktin	ADHIKARA
1052	3	3	95	स्थागापापचो भावे	sTAgApApco BAve	VIDHI
1053	3	3	96	मन्त्रे वृषेषपचमनविदभूवीरा उदात्तः	mntre vfzezpcmnvidBUvIrA udAttH	VIDHI
1054	3	3	97	ऊतियूतिजूतिसातिहेतिकीर्तयश्च	UtiyUtijUtisAtihetikIrtySc	VIDHI
1055	3	3	98	व्रजयजोर्भावे क्यप्	vrjyjorBAve kyp	VIDHI
1056	3	3	99	संज्ञायां समजनिषदनिपतमनविदषुञ्शीङ्भृञिणः	sMjYAyAM smjnizdniptmnvidzuYSINBfYiRH	VIDHI
1057	3	3	100	कृञः श च	kfYH S c	VIDHI
1058	3	3	101	इच्छा	icCA	VIDHI
1059	3	3	102	अ प्रत्ययात्	a prtyyAt	VIDHI
1060	3	3	103	गुरोश्च हलः	guroSc hlH	VIDHI
1061	3	3	104	षिद्भिदादिभ्योऽङ्	zidBidAdiByoN	VIDHI
1062	3	3	105	चिन्तिपूजिकथिकुम्बिचर्चश्च	cintipUjikTikumbicrcSc	VIDHI
1063	3	3	106	आतश्चोपसर्गे	AtScopsrge	VIDHI
1064	3	3	107	ण्यासश्रन्थो युच्	RyAsSrnTo yuc	VIDHI
1065	3	3	108	रोगाख्यायां ण्वुल् बहुलम्	rogAKyAyAM Rvul bhulm	VIDHI
1066	3	3	109	संज्ञायाम्	sMjYAyAm	VIDHI
1067	3	3	110	विभाषाऽऽख्यानपरिप्रश्नयोरिञ् च	viBAzAKyAnpriprSnyoriY c	VIDHI
1068	3	3	111	पर्यायार्हर्णोत्पत्तिषु ण्वुच्	pryAyArhrRotpttizu Rvuc	VIDHI
1069	3	3	112	आक्रोशे नञ्यनिः	AkroSe nYyniH	VIDHI
1070	3	3	113	कृत्यल्युटो बहुलम्	kftylyuwo bhulm	VIDHI
1071	3	3	114	नपुंसके भावे क्तः	npuMske BAve ktH	VIDHI
1072	3	3	115	ल्युट् च	lyuw c	VIDHI
1073	3	3	116	कर्मणि च येन संस्पर्शात् कर्तुः शरीरसुखम्	krmRi c yen sMsprSAt krtuH SrIrsuKm	VIDHI
1074	3	3	117	करणाधिकरणयोश्च	krRADikrRyoSc	ADHIKARA
1075	3	3	118	पुंसि संज्ञायां घः प्रायेण	puMsi sMjYAyAM GH prAyeR	VIDHI
1076	3	3	119	गोचरसंचरवहव्रजव्यजापणनिगमाश्च	gocrsMcrvhvrjvyjApRnigmASc	VIDHI
1077	3	3	120	अवे तॄस्त्रोर्घञ्	ave tFstrorGY	VIDHI
1078	3	3	121	हलश्च	hlSc	VIDHI
1079	3	3	122	अध्यायन्यायोद्यावसंहाराधारावायाश्च	aDyAynyAyodyAvsMhArADArAvAyASc	VIDHI
1080	3	3	123	उदङ्कोऽनुदके	udNkonudke	VIDHI
1081	3	3	124	जालमानायः	jAlmAnAyH	VIDHI
1082	3	3	125	खनो घ च	Kno G c	VIDHI
1083	3	3	126	ईषद्दुःसुषु कृच्छ्राकृच्छ्रार्थेषु खल्	IzdduHsuzu kfcCrAkfcCrArTezu Kl	VIDHI
1084	3	3	127	कर्तृकर्मणोश्च भूकृञोः	krtfkrmRoSc BUkfYoH	VIDHI
1085	3	3	128	आतो युच्	Ato yuc	VIDHI
1086	3	3	129	छन्दसि गत्यर्थेभ्यः	Cndsi gtyrTeByH	VIDHI
1087	3	3	130	अन्येभ्योऽपि दृश्यते	anyeByopi dfSyte	VIDHI
1088	3	3	131	वर्तमानसामीप्ये वर्तमानवद्वा	vrtmAnsAmIpye vrtmAnvdvA	ADHIKARA
1089	3	3	132	आशंसायां भूतवच्च	ASMsAyAM BUtvcc	VIDHI
1090	3	3	133	क्षिप्रवचने लृट्	kziprvcne lfw	VIDHI
1091	3	3	134	आशंसावचने लिङ्	ASMsAvcne liN	VIDHI
1092	3	3	135	नानद्यतनवत् क्रियाप्रबन्धसामीप्ययोः	nAndytnvt kriyAprbnDsAmIpyyoH	ADHIKARA
1093	3	3	136	भविष्यति मर्यादावचनेऽवरस्मिन्	Bvizyti mryAdAvcnevrsmin	VIDHI
1094	3	3	137	कालविभागे चानहोरात्राणाम्	kAlviBAge cAnhorAtrARAm	VIDHI
1095	3	3	138	परस्मिन् विभाषा	prsmin viBAzA	VIDHI
1096	3	3	139	लिङ्निमित्ते लृङ् क्रियातिपत्तौ	liNnimitte lfN kriyAtipttO	VIDHI
1097	3	3	140	भूते च	BUte c	VIDHI
1098	3	3	141	वोताप्योः	votApyoH	ADHIKARA
1099	3	3	142	गर्हायां लडपिजात्वोः	grhAyAM lqpijAtvoH	VIDHI
1100	3	3	143	विभाषा कथमि लिङ् च	viBAzA kTmi liN c	VIDHI
1101	3	3	144	किंवृत्ते लिङ्लृटौ	kiMvftte liNlfwO	VIDHI
1102	3	3	145	अनवकॢप्त्यमर्षयोरकिंवृत्तेऽपि	anvkptymrzyorkiMvfttepi	VIDHI
1103	3	3	146	किंकिलास्त्यर्थेषु लृट्	kiMkilAstyrTezu lfw	VIDHI
1104	3	3	147	जातुयदोर्लिङ्	jAtuydorliN	VIDHI
1105	3	3	148	यच्चयत्रयोः	yccytryoH	VIDHI
1106	3	3	149	गर्हायां च	grhAyAM c	VIDHI
1107	3	3	150	चित्रीकरणे च	citrIkrRe c	VIDHI
1108	3	3	151	शेषे लृडयदौ	Seze lfqydO	VIDHI
1109	3	3	152	उताप्योः समर्थयोर्लिङ्	utApyoH smrTyorliN	VIDHI
1110	3	3	153	कामप्रवेदनेऽकच्चिति	kAmprvednekcciti	VIDHI
1111	3	3	154	सम्भावनेऽलमिति चेत् सिद्धाप्रयोगे	smBAvnelmiti cet sidDApryoge	VIDHI
1112	3	3	155	विभाषा धातौ सम्भावनवचनेऽयदि	viBAzA DAtO smBAvnvcneydi	VIDHI
1113	3	3	156	हेतुहेतुमतोर्लिङ्	hetuhetumtorliN	VIDHI
1114	3	3	157	इच्छार्थेषु लिङ्लोटौ	icCArTezu liNlowO	VIDHI
1115	3	3	158	समानकर्तृकेषु तुमुन्	smAnkrtfkezu tumun	VIDHI
1116	3	3	159	लिङ् च	liN c	VIDHI
1117	3	3	160	इच्छार्थेभ्यो विभाषा वर्तमाने	icCArTeByo viBAzA vrtmAne	VIDHI
1118	3	3	161	विधिनिमन्त्रणामन्त्रणाधीष्टसंप्रश्नप्रार्थनेषु लिङ्	viDinimntrRAmntrRADIzwsMprSnprArTnezu liN	VIDHI
1119	3	3	162	लोट् च	low c	VIDHI
1120	3	3	163	प्रैषातिसर्गप्राप्तकालेषु कृत्याश्च	prEzAtisrgprAptkAlezu kftyASc	VIDHI
1121	3	3	164	लिङ् चोर्ध्वमौहूर्तिके	liN corDvmOhUrtike	VIDHI
1122	3	3	165	स्मे लोट्	sme low	VIDHI
1123	3	3	166	अधीष्टे च	aDIzwe c	VIDHI
1124	3	3	167	कालसमयवेलासु तुमुन्	kAlsmyvelAsu tumun	VIDHI
1125	3	3	168	लिङ् यदि	liN ydi	VIDHI
1126	3	3	169	अर्हे कृत्यतृचश्च	arhe kftytfcSc	VIDHI
1127	3	3	170	आवश्यकाधमर्ण्ययोर्णिनिः	AvSykADmrRyyorRiniH	VIDHI
1128	3	3	171	कृत्याश्च	kftyASc	VIDHI
1129	3	3	172	शकि लिङ् च	Ski liN c	VIDHI
1130	3	3	173	आशिषि लिङ्लोटौ	ASizi liNlowO	VIDHI
1131	3	3	174	क्तिच्क्तौ च संज्ञायाम्	kticktO c sMjYAyAm	VIDHI
1132	3	3	175	माङि लुङ्	mANi luN	VIDHI
1133	3	3	176	स्मोत्तरे लङ् च	smottre lN c	VIDHI
1134	3	4	1	धातुसम्बन्धे प्रत्ययाः	DAtusmbnDe prtyyAH	VIDHI
1135	3	4	2	क्रियासमभिहारे लोट्; लोटो हिस्वौ; वा च तध्वमोः	kriyAsmBihAre low; lowo hisvO; vA c tDvmoH	VIDHI
1136	3	4	3	समुच्चयेऽन्यतरस्याम्	smuccyenytrsyAm	VIDHI
1137	3	4	4	यथाविध्यनुप्रयोगः पूर्वस्मिन्	yTAviDynupryogH pUrvsmin	VIDHI
1138	3	4	5	समुच्चये सामान्यवचनस्य	smuccye sAmAnyvcnsy	VIDHI
1139	3	4	6	छन्दसि लुङ्लङ्लिटः	Cndsi luNlNliwH	VIDHI
1140	3	4	7	लिङर्थे लेट्	liNrTe lew	VIDHI
1141	3	4	8	उपसंवादाशङ्कयोश्च	upsMvAdASNkyoSc	VIDHI
1142	3	4	9	तुमर्थे सेसेनसेऽसेन्क्सेकसेनध्यैअध्यैन्कध्यैकध्यैन्शध्यैशध्यैन्तवैतवेङ्तवेनः	tumrTe sesensesenkseksenDyEaDyEnkDyEkDyEnSDyESDyEntvEtveNtvenH	VIDHI
1143	3	4	10	प्रयै रोहिष्यै अव्यथिष्यै	pryE rohizyE avyTizyE	VIDHI
1144	3	4	11	दृशे विख्ये च	dfSe viKye c	VIDHI
1145	3	4	12	शकि णमुल्कमुलौ	Ski RmulkmulO	VIDHI
1146	3	4	13	ईश्वरे तोसुन्कसुनौ	ISvre tosunksunO	VIDHI
1147	3	4	14	कृत्यार्थे तवैकेन्केन्यत्वनः	kftyArTe tvEkenkenytvnH	VIDHI
1148	3	4	15	अवचक्षे च	avckze c	VIDHI
1149	3	4	16	भावलक्षणे स्थेण्कृञ्वदिचरिहुतमिजनिभ्यस्तोसुन्	BAvlkzRe sTeRkfYvdicrihutmijniBystosun	VIDHI
1150	3	4	17	सृपितृदोः कसुन्	sfpitfdoH ksun	VIDHI
1151	3	4	18	अलङ्खल्वोः प्रतिषेधयोः प्राचां क्त्वा	alNKlvoH prtizeDyoH prAcAM ktvA	VIDHI
1152	3	4	19	उदीचां माङो व्यतीहारे	udIcAM mANo vytIhAre	VIDHI
1153	3	4	20	परावरयोगे च	prAvryoge c	VIDHI
1154	3	4	21	समानकर्तृकयोः पूर्वकाले	smAnkrtfkyoH pUrvkAle	VIDHI
1155	3	4	22	आभीक्ष्ण्ये णमुल् च	ABIkzRye Rmul c	VIDHI
1156	3	4	23	न यद्यनाकाङ्क्षे	n ydynAkANkze	VIDHI
1157	3	4	24	विभाषाऽग्रेप्रथमपूर्वेषु	viBAzAgreprTmpUrvezu	VIDHI
1158	3	4	25	कर्मण्याक्रोशे कृञः खमुञ्	krmRyAkroSe kfYH KmuY	VIDHI
1159	3	4	26	स्वादुमि णमुल्	svAdumi Rmul	VIDHI
1160	3	4	27	अन्यथैवंकथमित्थंसु सिद्धाप्रयोगश्चेत्	anyTEvMkTmitTMsu sidDApryogScet	VIDHI
1161	3	4	28	यथातथयोरसूयाप्रतिवचने	yTAtTyorsUyAprtivcne	VIDHI
1162	3	4	29	कर्मणि दृशिविदोः साकल्ये	krmRi dfSividoH sAklye	VIDHI
1163	3	4	30	यावति विन्दजीवोः	yAvti vindjIvoH	VIDHI
1164	3	4	31	चर्मोदरयोः पूरेः	crmodryoH pUreH	VIDHI
1165	3	4	32	वर्षप्रमाण ऊलोपश्चास्यान्यतरस्याम्	vrzprmAR UlopScAsyAnytrsyAm	VIDHI
1166	3	4	33	चेले क्नोपेः	cele knopeH	VIDHI
1167	3	4	34	निमूलसमूलयोः कषः	nimUlsmUlyoH kzH	VIDHI
1168	3	4	35	शुष्कचूर्णरूक्षेषु पिषः	SuzkcUrRrUkzezu pizH	VIDHI
1169	3	4	36	समूलाकृतजीवेषु हन्कृञ्ग्रहः	smUlAkftjIvezu hnkfYgrhH	VIDHI
1170	3	4	37	करणे हनः	krRe hnH	VIDHI
1171	3	4	38	स्नेहने पिषः	snehne pizH	VIDHI
1172	3	4	39	हस्ते वर्त्तिग्रहोः	hste vrttigrhoH	VIDHI
1173	3	4	40	स्वे पुषः	sve puzH	VIDHI
1174	3	4	41	अधिकरणे बन्धः	aDikrRe bnDH	VIDHI
1175	3	4	42	संज्ञायाम्	sMjYAyAm	VIDHI
1176	3	4	43	कर्त्रोर्जीवपुरुषयोर्नशिवहोः	krtrorjIvpuruzyornSivhoH	VIDHI
1177	3	4	44	ऊर्ध्वे शुषिपूरोः	UrDve SuzipUroH	VIDHI
1178	3	4	45	उपमाने कर्मणि च	upmAne krmRi c	VIDHI
1179	3	4	46	कषादिषु यथाविध्यनुप्रयोगः	kzAdizu yTAviDynupryogH	VIDHI
1180	3	4	47	उपदंशस्तृतीयायाम्	updMSstftIyAyAm	VIDHI
1181	3	4	48	हिंसार्थानां च समानकर्मकाणाम्	hiMsArTAnAM c smAnkrmkARAm	VIDHI
1182	3	4	49	सप्तम्यां चोपपीडरुधकर्षः	sptmyAM coppIqruDkrzH	VIDHI
1183	3	4	50	समासत्तौ	smAsttO	VIDHI
1184	3	4	51	प्रमाणे च	prmARe c	VIDHI
1185	3	4	52	अपादाने परीप्सायाम्	apAdAne prIpsAyAm	VIDHI
1186	3	4	53	द्वितीयायां च	dvitIyAyAM c	VIDHI
1187	3	4	54	स्वाङ्गेऽध्रुवे	svANgeDruve	VIDHI
1188	3	4	55	परिक्लिश्यमाने च	prikliSymAne c	VIDHI
1189	3	4	56	विशिपतिपदिस्कन्दां व्याप्यमानासेव्यमानयोः	viSiptipdiskndAM vyApymAnAsevymAnyoH	VIDHI
1190	3	4	57	अस्यतितृषोः क्रियाऽन्तरे कालेषु	asytitfzoH kriyAntre kAlezu	VIDHI
1191	3	4	58	नाम्न्यादिशिग्रहोः	nAmnyAdiSigrhoH	VIDHI
1192	3	4	59	अव्ययेऽयथाभिप्रेताख्याने कृञः क्त्वाणमुलौ	avyyeyTABipretAKyAne kfYH ktvARmulO	VIDHI
1193	3	4	60	तिर्यच्यपवर्गे	tirycypvrge	VIDHI
1194	3	4	61	स्वाङ्गे तस्प्रत्यये कृभ्वोः	svANge tsprtyye kfBvoH	VIDHI
1195	3	4	62	नाधाऽर्थप्रत्यये च्व्यर्थे	nADArTprtyye cvyrTe	VIDHI
1196	3	4	63	तूष्णीमि भुवः	tUzRImi BuvH	VIDHI
1197	3	4	64	अन्वच्यानुलोम्ये	anvcyAnulomye	VIDHI
1198	3	4	65	शकधृषज्ञाग्लाघटरभलभक्रमसहार्हास्त्यर्थेषु तुमुन्	SkDfzjYAglAGwrBlBkrmshArhAstyrTezu tumun	VIDHI
1199	3	4	66	पर्याप्तिवचनेष्वलमर्थेषु	pryAptivcnezvlmrTezu	VIDHI
1200	3	4	67	कर्तरि कृत्	krtri kft	VIDHI
1201	3	4	68	भव्यगेयप्रवचनीयोपस्थानीयजन्याप्लाव्यापात्या वा	BvygeyprvcnIyopsTAnIyjnyAplAvyApAtyA vA	VIDHI
1202	3	4	69	लः कर्मणि च भावे चाकर्मकेभ्यः	lH krmRi c BAve cAkrmkeByH	VIDHI
1203	3	4	70	तयोरेव कृत्यक्तखलर्थाः	tyorev kftyktKlrTAH	VIDHI
1204	3	4	71	आदिकर्मणि क्तः कर्तरि च	AdikrmRi ktH krtri c	VIDHI
1205	3	4	72	गत्यर्थाकर्मकश्लिषशीङ्स्थाऽऽसवसजनरुहजीर्यतिभ्यश्च	gtyrTAkrmkSlizSINsTAsvsjnruhjIrytiBySc	VIDHI
1206	3	4	73	दाशगोघ्नौ सम्प्रदाने	dASgoGnO smprdAne	VIDHI
1207	3	4	74	भीमादयोऽपादाने	BImAdyopAdAne	VIDHI
1208	3	4	75	ताभ्यामन्यत्रोणादयः	tAByAmnytroRAdyH	VIDHI
1209	3	4	76	क्तोऽधिकरणे च ध्रौव्यगतिप्रत्यवसानार्थेभ्यः	ktoDikrRe c DrOvygtiprtyvsAnArTeByH	VIDHI
1210	3	4	77	लस्य	lsy	ADHIKARA
1211	3	4	78	तिप्तस्झिसिप्थस्थमिब्वस्मस् तातांझथासाथांध्वमिड्वहिमहिङ्	tiptsJisipTsTmibvsms tAtAMJTAsATAMDvmiqvhimhiN	VIDHI
1212	3	4	79	टित आत्मनेपदानां टेरे	wit AtmnepdAnAM were	VIDHI
1213	3	4	80	थासस्से	TAssse	VIDHI
1214	3	4	81	लिटस्तझयोरेशिरेच्	liwstJyoreSirec	VIDHI
1215	3	4	82	परस्मैपदानां णलतुसुस्थलथुसणल्वमाः	prsmEpdAnAM RltususTlTusRlvmAH	VIDHI
1216	3	4	83	विदो लटो वा	vido lwo vA	VIDHI
1217	3	4	84	ब्रुवः पञ्चानामादित आहो ब्रुवः	bruvH pYcAnAmAdit Aho bruvH	VIDHI
1218	3	4	85	लोटो लङ्वत्	lowo lNvt	ADHIKARA
1219	3	4	86	एरुः	eruH	VIDHI
1220	3	4	87	सेर्ह्यपिच्च	serhypicc	ADHIKARA
1221	3	4	88	वा छन्दसि	vA Cndsi	VIDHI
1222	3	4	89	मेर्निः	merniH	VIDHI
1223	3	4	90	आमेतः	AmetH	VIDHI
1224	3	4	91	सवाभ्यां वामौ	svAByAM vAmO	VIDHI
1225	3	4	92	आडुत्तमस्य पिच्च	Aquttmsy picc	ADHIKARA
1226	3	4	93	एत ऐ	et E	VIDHI
1227	3	4	94	लेटोऽडाटौ	lewoqAwO	VIDHI
1228	3	4	95	आत ऐ	At E	VIDHI
1229	3	4	96	वैतोऽन्यत्र	vEtonytr	VIDHI
1230	3	4	97	इतश्च लोपः परस्मैपदेषु	itSc lopH prsmEpdezu	VIDHI
1231	3	4	98	स उत्तमस्य	s uttmsy	VIDHI
1232	3	4	99	नित्यं ङितः	nityM NitH	VIDHI
1233	3	4	100	इतश्च	itSc	VIDHI
1234	3	4	101	तस्थस्थमिपां तांतंतामः	tsTsTmipAM tAMtMtAmH	VIDHI
1235	3	4	102	लिङस्सीयुट्	liNssIyuw	VIDHI
1236	3	4	103	यासुट् परस्मैपदेषूदात्तो ङिच्च	yAsuw prsmEpdezUdAtto Nicc	VIDHI
1237	3	4	104	किदाशिषि	kidASizi	VIDHI
1238	3	4	105	झस्य रन्	Jsy rn	VIDHI
1239	3	4	106	इटोऽत्	iwot	VIDHI
1240	3	4	107	सुट् तिथोः	suw tiToH	VIDHI
1241	3	4	108	झेर्जुस्	Jerjus	VIDHI
1242	3	4	109	सिजभ्यस्तविदिभ्यश्च	sijBystvidiBySc	VIDHI
1243	3	4	110	आतः	AtH	VIDHI
1244	3	4	111	लङः शाकटायनस्यैव	lNH SAkwAynsyEv	VIDHI
1245	3	4	112	द्विषश्च	dvizSc	VIDHI
1246	3	4	113	तिङ्शित्सार्वधातुकम्	tiNSitsArvDAtukm	SAMJNA
1247	3	4	114	आर्धधातुकं शेषः	ArDDAtukM SezH	SAMJNA
1248	3	4	115	लिट् च	liw c	SAMJNA
1249	3	4	116	लिङाशिषि	liNASizi	SAMJNA
1250	3	4	117	छन्दस्युभयथा	CndsyuByTA	SAMJNA
1251	4	1	1	ङ्याप्प्रातिपदिकात्	NyApprAtipdikAt	ADHIKARA
1252	4	1	2	स्वौजसमौट्छष्टाभ्याम्भिस्ङेभ्याम्भ्यस्ङसिभ्याम्भ्यस्ङसोसाङ्ङ्योस्सुप्	svOjsmOwCzwAByAmBisNeByAmBysNsiByAmBysNsosANNyossup	VIDHI
1253	4	1	3	स्त्रियाम्	striyAm	ADHIKARA
1254	4	1	4	अजाद्यतष्टाप्	ajAdytzwAp	VIDHI
1255	4	1	5	ऋन्नेभ्यो ङीप्	fnneByo NIp	VIDHI
1256	4	1	6	उगितश्च	ugitSc	VIDHI
1257	4	1	7	वनो र च	vno r c	VIDHI
1258	4	1	8	पादोऽन्यतरस्याम्	pAdonytrsyAm	VIDHI
1259	4	1	9	टाबृचि	wAbfci	VIDHI
1260	4	1	10	न षट्स्वस्रादिभ्यः	n zwsvsrAdiByH	VIDHI
1261	4	1	11	मनः	mnH	VIDHI
1262	4	1	12	अनो बहुव्रीहेः	ano bhuvrIheH	VIDHI
1263	4	1	13	डाबुभाभ्यामन्यतरस्याम्	qAbuBAByAmnytrsyAm	VIDHI
1264	4	1	14	अनुपसर्जनात्	anupsrjnAt	ADHIKARA
1265	4	1	15	टिड्ढाणञ्द्वयसज्दघ्नञ्मात्रच्तयप्ठक्ठञ्कञ्क्वरपः	wiqQARYdvysjdGnYmAtrctypWkWYkYkvrpH	VIDHI
1266	4	1	16	यञश्च	yYSc	VIDHI
1267	4	1	17	प्राचां ष्फ तद्धितः	prAcAM zP tdDitH	VIDHI
1268	4	1	18	सर्वत्र लोहितादिकतन्तेभ्यः	srvtr lohitAdiktnteByH	VIDHI
1269	4	1	19	कौरव्यमाण्डूकाभ्यां च	kOrvymARqUkAByAM c	VIDHI
1270	4	1	20	वयसि प्रथमे	vysi prTme	VIDHI
1271	4	1	21	द्विगोः	dvigoH	VIDHI
1272	4	1	22	अपरिमाणबिस्ताचितकम्बल्येभ्यो न तद्धितलुकि	aprimARbistAcitkmblyeByo n tdDitluki	VIDHI
1273	4	1	23	काण्डान्तात् क्षेत्रे	kARqAntAt kzetre	VIDHI
1274	4	1	24	पुरुषात् प्रमाणेऽन्यतरस्याम्	puruzAt prmARenytrsyAm	VIDHI
1275	4	1	25	बहुव्रीहेरूधसो ङीष्	bhuvrIherUDso NIz	VIDHI
1276	4	1	26	संख्याव्ययादेर्ङीप्	sMKyAvyyAderNIp	VIDHI
1277	4	1	27	दामहायनान्ताच्च	dAmhAynAntAcc	VIDHI
1278	4	1	28	अन उपधालोपिनोन्यतरस्याम्	an upDAlopinonytrsyAm	VIDHI
1279	4	1	29	नित्यं संज्ञाछन्दसोः	nityM sMjYACndsoH	VIDHI
1280	4	1	30	केवलमामकभागधेयपापापरसमानार्यकृत-सुमङ्गलभेषजाच्च	kevlmAmkBAgDeypApAprsmAnArykft-sumNglBezjAcc	VIDHI
1281	4	1	31	रात्रेश्चाजसौ	rAtreScAjsO	VIDHI
1282	4	1	32	अन्तर्वत्पतिवतोर्नुक्	antrvtptivtornuk	VIDHI
1283	4	1	33	पत्युर्नो यज्ञसंयोगे	ptyurno yjYsMyoge	VIDHI
1284	4	1	34	विभाषा सपूर्वस्य	viBAzA spUrvsy	VIDHI
1285	4	1	35	नित्यं सपत्न्यादिषु	nityM sptnyAdizu	VIDHI
1286	4	1	36	पूतक्रतोरै च	pUtkrtorE c	VIDHI
1287	4	1	37	वृषाकप्यग्निकुसितकुसिदानामुदात्तः	vfzAkpygnikusitkusidAnAmudAttH	VIDHI
1288	4	1	38	मनोरौ वा	mnorO vA	VIDHI
1289	4	1	39	वर्णादनुदात्तात्तोपधात्तो नः	vrRAdnudAttAttopDAtto nH	VIDHI
1290	4	1	40	अन्यतो ङीष्	anyto NIz	VIDHI
1291	4	1	41	षिद्गौरादिभ्यश्च	zidgOrAdiBySc	VIDHI
1292	4	1	42	जानपदकुण्डगोणस्थलभाजनागकालनीलकुशकामुककबराद्वृत्त्यमत्रावपनाकृत्रिमाश्राणास्थौल्यवर्णानाच्छादनायोविकारमैथुनेच्छाकेशवेशेषु	jAnpdkuRqgoRsTlBAjnAgkAlnIlkuSkAmukkbrAdvfttymtrAvpnAkftrimASrARAsTOlyvrRAnAcCAdnAyovikArmETunecCAkeSveSezu	VIDHI
1293	4	1	43	शोणात् प्राचाम्	SoRAt prAcAm	VIDHI
1294	4	1	44	वोतो गुणवचनात्	voto guRvcnAt	VIDHI
1295	4	1	45	बह्वादिभ्यश्च	bhvAdiBySc	VIDHI
1296	4	1	46	नित्यं छन्दसि	nityM Cndsi	VIDHI
1297	4	1	47	भुवश्च	BuvSc	VIDHI
1298	4	1	48	पुंयोगादाख्यायाम्	puMyogAdAKyAyAm	VIDHI
1299	4	1	49	इन्द्रवरुणभवशर्वरुद्रमृडहिमारण्ययवयवनमातुलाचार्याणामानुक्	indrvruRBvSrvrudrmfqhimArRyyvyvnmAtulAcAryARAmAnuk	VIDHI
1300	4	1	50	क्रीतात् करणपूर्वात्	krItAt krRpUrvAt	VIDHI
1301	4	1	51	क्तादल्पाख्यायाम्	ktAdlpAKyAyAm	VIDHI
