unadi_id	sutra_deva	sutra_slp1	pratyay_deva	pratyay_slp1	sk_commentary	sutra_ref
4098	अब्दादयश्च	abdAdayaSca	द, दन्	da, dan	शब्दः । अवतीत्यशब्दः । << कौतेर्नुम् च >> (गणसूत्रम् 205) । कुन्दः ।	
4099	वलिमलितनिभ्यः कयन्	valimalitaniByaH kayan	कयन्	kayan	वलयम् । मलयः । तनयः ।	
4100	वृह्रोः षुग्दुकौ च	vfhroH zugdukO ca	कयन्	kayan	वृषयः आश्रयः । हृदयम् ।	
4101	मिपीभ्यां रुः	mipIByAM ruH	रु	ru	मेरुः । पेरुः सूर्यः । बाहुलकात् पिबतेरपि । संवत्सरवपुः पारुः पेरुर्वासीर्दिनप्रणीः ।	
4102	जत्र्वादयश्च	jatrvAdayaSca	रु	ru	जत्रु जत्रुणी । अश्रु । अश्रुणी ।	
4103	रुशातिभ्यां क्रुन्	ruSAtiByAM krun	क्रुन्	krun	रुरुर्मृगभेदः । शातयतीति शत्रुः । प्रज्ञादौ पाठाद्ध्रस्वत्वम् ।	
4104	जनिदाच्युसृवृमदिषमिनमिभृञ्भ्य इत्वन्त्वन्त्नण्क्निन्शक्स्यढडटाटचः	janidAcyusfvfmadizaminamiBfYBya itvantvantnaRkninSaksyaQaqawAwacaH	इत्वन्, त्वन्, त्नण्, क्निन्, शक्, स्य, ढ, डट्, आटच्	itvan, tvan, tnaR, knin, Sak, sya, Qa, qaw, Awac	जनित्वौ मातापितरौ । दात्वो दाता । च्यौत्नो गन्ता अण्डजः क्षीणपुण्यश्च । सृणिरङ्कुरशश्चन्द्रः सूर्यो वायुश्च । वृशः आर्द्रकं मूलकं च । मत्स्यः । षण्ढः । डित्वाट्टिलोपः । नमतीति नटः शैलूषः । बिभर्ति भरटः कुलालो भृतकश्च ।	
4105	अन्येभ्योऽपि दृश्यन्ते	anyeByopi dfSyante	इत्वन्, त्वन्, त्नण्, क्निन्, शक्, स्य, ढ, डट्, आटच्	itvan, tvan, tnaR, knin, Sak, sya, Qa, qaw, Awac	पेत्वममृतम् भृशम् ।	
4106	कुसेरुम्भोमेदेताः	kuserumBomedetAH	उम्भ, उम, ईद, इत	umBa, uma, Ida, ita	कुसुम्भम् । कुसुमम् । कुसीदम् । कुसितो जनपदः ।	
4107	सानसिवर्णसिपणसितण्डुलाङ्कुशचषालेल्वलपल्वलधिष्ण्यशल्याः	sAnasivarRasipaRasitaRqulANkuSacazAlelvalapalvalaDizRyaSalyAH	असि	asi	सनोतेरसिप्रत्यय उपधावृद्धिः । सानसिर्हिरण्यम् । वृञो नुक् च । वर्णसिर्जलम् । पॄ पर्णसिर्जलग्रहणम् । तड आघाते तण्डुलाः । अकि लक्षणे उशच् । अङ्कुशः । चषेरालच् । चषालो यूपकटकः । इल्वलो दैत्यभेदः । पल्वलम् । ञिधृषा । ऋकारश्च इकारः । धिष्ण्यम् । शलेर्यः शल्यम् । वा पुंसि शल्यं शङ्कुर्ना ।	
4108	मूशक्यबिभ्यः क्लः	mUSakyabiByaH klaH	क्ल	kla	मूलम् । शक्लः प्रियंवदे । अम्ब्लो रसः । बाहुलकादमेः । अम्लः ।	
4109	माछाससिभ्यो यः	mACAsasiByo yaH	य	ya	माया । छाया । सस्यम् । बाहुलकात्सुनोतेः । सव्यं दक्षिणवामयोः ।	
4110	जनेर्यक्	janeryak	यक्	yak	[[6.4.43]] <<ये विभाषा>> । जन्यं युद्धम् । जाया भार्या ।	
4111	अघ्न्यादयश्च	aGnyAdayaSca	यक्	yak	यगन्ता निपात्यन्ते । हन्तेर्युक् अडागम उपधालोपश्च । अघ्न्या माहेयी । अघ्न्यः प्रजापतिः । कनी दीप्तौ । कन्या । बवयोरैक्यम् । वन्ध्याः ।	
4112	स्नामदिपद्यर्तिपॄशकिभ्यो वनिप्	snAmadipadyartipFSakiByo vanip	वनिप्	vanip	स्नावा रसिकः । मद्वा शिवः । पद्वा पन्थाः । अर्वा तुरङ्गगर्ह्ययोः । पर्वा ग्रन्थिः प्रस्तावश्च । शक्का हस्ती । ङीब्रौ । शक्करी अङ्गुलिः ।	
4113	शीङ्क्रुशिरुहिजिक्षिसृधृभ्यः क्वनिप्	SINkruSiruhijikzisfDfByaH kvanip	क्वनिप्	kvanip	शीवा अजगरः । क्रुश्वा सृगालः । रुह्वा वृक्षः । जित्वा जेता । क्षित्वा वायुः । सृत्वा प्रजापतिः । धृत्वा विष्णुः ।	
4114	ध्याप्योः संप्रसारणं च	DyApyoH saMprasAraRaM ca	क्वनिप्	kvanip	धीवा कर्मकरः । पीवा स्थूलः ।	
4115	अदेर्ध च	aderDa ca	क्वनिप्	kvanip	अध्वा ।	
4116	प्र ईरशदोस्तुट् च	pra IraSadostuw ca	क्वनिप्	kvanip	प्रेर्त्वा प्रशत्वा च सागरः । प्रेत्वरी प्रशत्वरी च नदी ।	
4117	सर्वधातुभ्य इन्	sarvaDAtuBya in	इन्	in	पचिरग्निः । तुडिः । तुण्डिः । वलिः । वटिः । यजिः । देवयजिः । काशत इति काशिः । यतिः । मल्लिः । केलिः । मसी परिणामे । मसिः । बाहुलकाद्गुणः । कोटिः । हेलिः । बोधिः । नन्दिः । कलिः ।	
4118	हृपिषिरुहिवृतिविदिछिदिकीर्तिभ्यश्च	hfpiziruhivftividiCidikIrtiByaSca	इन्	in	हरिर्विष्णावहाविन्द्रे भेके सिंहे हये रवौ । चन्द्रे कीले प्लवङ्गे च यमे वाते च कीर्तितः । पेषिर्वज्रम् । रोहिर्व्रती । वर्तिः । वेदिः । छदिश्छेत्ता । कीर्तिः ।	
4119	इगुपधात्कित्	igupaDAtkit	इन्	in	कृषिः । ऋषिः । शुचिः । लिपिः । बाहुलकाद्बत्वे लिबिः । तूल निष्कर्षे । तूलिः । तूली कूर्चिका ।	
4120	भ्रमेः संप्रसारणं च	BrameH saMprasAraRaM ca	इन्	in	भृमिर्वातः । बाहुलकाद्भ्रमिः ।	
4121	क्रमितमिशतिस्तम्भामत इच्च	kramitamiSatistamBAmata icca	इन्	in	क्रिमिः । संप्रसारणानुवृत्तेः कृमिरपि । तिमिर्मत्स्यभेदः । शितिर्मेचकशुक्लयोः । स्तिम्भिः समुद्रः ।	
4122	मनेरुच्च	manerucca	इन्	in	मुनिः ।	
4123	वर्णेर्बलिश्चाहिरण्ये	varRerbaliScAhiraRye	इन्	in	वर्णिः सौत्रः । अस्य बलिरादेशः । करोपहारयोः पुंसि बलिः प्राण्यङ्गजे स्त्रियाम् । हिरण्ये तु वर्णिः सुवर्णम् ।	
4124	वसिवपियजिराजिव्रजिसदिहनिनाशिवाशिवारिभ्य इञ्	vasivapiyajirAjivrajisadihaninASivASivAriBya iY	इञ्	iY	वासिश्छेदनवस्तुनि । वापिः । वापी । याजिर्यष्टा । राजिः । राजी । व्राजिर्वातालिः । सादिः सारथिः । निघातिर्लोहघातिनी । वाशिरग्निः । वादिर्विद्वान् । वारिर्गजबन्धनी । जले तु क्लीबम् । बाहुलकाद्वारिः पथिकसंहतौ ।	
4125	नहो भश्च	naho BaSca	इञ्	iY	नाभिः स्यात्क्षत्रिये पुंसि । प्राण्यङ्गे तु स्त्रियाम् । पुंस्यपीति केचित् ।	
4126	कृषेर्वृद्धिश्छन्दसि	kfzervfdDiSCandasi	इञ्	iY	कार्षिः ।	
4127	श्रः शकुनौ	SraH SakunO	इञ्	iY	शारिः । शारिका ।	
4128	कृञ उदीचां कारुषु	kfYa udIcAM kAruzu	इञ्	iY	कारिः शिल्पी ।	
4129	जनिघसिभ्यामिण्	janiGasiByAmiR	इण्	iR	जनिर्जननम् । घासिर्भक्ष्यमग्निश्च ।	
4130	अज्यतिभ्यां च	ajyatiByAM ca	इण्	iR	आजिः संग्रामः । आतिः पक्षी ।	
4131	पादे च	pAde ca	इण्	iR	पदाजिः । पदातिः ।	
4132	अशिपणाय्यो रुडायलुकौ च	aSipaRAyyo ruqAyalukO ca	इण्	iR	अशे रुट् । राशिः पुञ्जः । पणायतेरायलुक् । पाणिः करः ।	
4133	वातेर्डिच्च	vAterqicca	इण्	iR	विः पक्षी । स्त्रियां वीत्यपि ।	
4134	प्रे हरतेः कूपे	pre harateH kUpe	इण्	iR	प्रहिः कूपः ।	
4135	नौ व्यो यलोपः पूर्वस्य च दीर्घः	nO vyo yalopaH pUrvasya ca dIrGaH	इण्	iR	व्येञ इण् स्याद् यलोपश्च नेर्दीर्घः । नीविः । नीवी वस्त्रग्रन्थौ मूलधने च ।	
4136	समाने ख्यः स चोदात्तः	samAne KyaH sa codAttaH	इण्	iR	समानशब्दे उपपदे ख्या इत्यस्मादिण् स्यात्स च डिच्च यलोपश्च समानस्य तूदात्तः स इत्यादेशश्च । समानं ख्यायते जनैरिति सखा ।	
4137	आङि श्रिहनिभ्यां ह्रस्वश्च	ANi SrihaniByAM hrasvaSca	इण्	iR	इण् स्यात्स च डित् आङो ह्रस्वश्च । स्त्रियः पाल्यश्रिकोटयः । सर्पे वृत्रासुरेऽप्यहिः ।	
4138	अच इः	aca iH	इ	i	रविः । पविः । तरिः । कविः । अरिः । अलिः ।	
4139	खनिकष्यज्यसिवसिवनिसनिध्वनिग्रन्थिचरिभ्यश्च	KanikazyajyasivasivanisaniDvanigranTicariByaSca	इ	i	खनिः । कषिर्हिंस्रः । अजिः । असिः । वसिर्वस्त्रम् । वनिरग्निः । सनिर्भक्तिर्दानं च । ध्वनिः । ग्रन्थिः । चरिः पशुः ।	
4140	वृतेश्छन्दसि	vfteSCandasi	इ	i	वर्तिः ।	
4141	भुजेः किच्च	BujeH kicca	इ	i	भुजिः ।	
4142	कॄगॄशॄपॄकुटिभिदिछिदिभ्यश्च	kFgFSFpFkuwiBidiCidiByaSca	इ	i	इः कित्स्यात् । किरिर्वराहः । गिरिर्गोत्राक्षिरोगयोः । गिरिणा काणः गिरिकाणः । शिरिः शलभो हन्ता च । पुरिर्नगरं राजा नदी च । कुटिः शाला शरीरं च । भिदिर्वज्रम् । छिदिः परशुः ।	
4143	कुडिकम्प्योर्नलोपश्च	kuqikampyornalopaSca	इ	i	कुडि दाहे । कुडिर्देहः । कपिः ।	
4144	सर्वधातुभ्यो मनिन्	sarvaDAtuByo manin	मनिन्	manin	क्रियत इति कर्म । चर्म । भस्म । जन्म । शर्म । स्थाम बलम् । [[6.4.97]] <<इस्मन्...>> इति ह्रस्वः । छद्म । सुत्रामा ।	
4145	बृंहेर्नोच्च	bfMhernocca	मनिन्	manin	नकारस्याकारः । ब्रह्म तत्वं तपो वेदो ब्रह्मा विप्रः प्रजापतिः ।	
4146	अशिशकिभ्यां छन्दसि	aSiSakiByAM Candasi	मनिन्	manin	अश्मा । शक्मा ।	
4147	हृभृधृसृस्तृशॄभ्य इमनिच्	hfBfDfsfstfSFBya imanic	इमनिच्	imanic	हरिमा कालः । भरिमा कुटुम्बम् । धरिमा रूपम् । सरिमा वायुः । स्तरिमा तल्पम् । शरिमा प्रसवः ।	
4148	जनिमृङ्भ्यामिमनिन्	janimfNByAmimanin	इमनिन्	imanin	जनिमा जन्म । मरिमा मृत्युः ।	
4149	वेञः सर्वत्र	veYaH sarvatra	इमनिन्	imanin	छन्दसि भाषायां चेत्यर्थः । वेमा तन्तुवायदण्डः । अर्धर्चादिः । सामनी वेमनी इति वृत्तिः ।	
4150	नामन् सीमन् व्योमन् रोमन् लोमन् पाप्मन् ध्यामन्	nAman sIman vyoman roman loman pApman DyAman	मनिन्	manin	सप्त अमी निपात्यन्ते । म्नायतेऽनेनेति नाम । सिनोतेर्दीर्घः । सीमा सीमानौ । सीमानः । पक्षे डाप् । सीमे सीमाः । व्येञोऽन्त्यस्योत्वं गुणः । व्योम । रौतेः । रोम । लोम । पाप्मा पापम् । ध्याम परिमाणं तेजश्च ।	
4151	मिथुने मनिः	miTune maniH	मनि	mani	उपसर्गक्रियासंबन्धो मिथुनम् । स्वरार्थमिदम् । सुशर्मा ।	
4152	सातिभ्यां मनिन्मनिणौ	sAtiByAM maninmaniRO	मनिन्, मनिण्	manin, maniR	स्यति । साम । सामनी । आत्मा ।	
4153	हनिमशिभ्यां सिकन्	hanimaSiByAM sikan	सिकन्	sikan	हंसिका हंसयोषिति । मक्षिका ।	
4154	कोररन्	koraran	अरन्	aran	कवरः ।	
4155	गिर उडच्	gira uqac	उडच्	uqac	गरुडः ।	
4156	इन्देः कमिन्नलोपश्च	indeH kaminnalopaSca	कमिन्	kamin	इदम् ।	
4157	कायतेर्डिमिः	kAyaterqimiH	डिमि	qimi	किम् ।	
4158	सर्वधातुभ्यः ष्ट्रन्	sarvaDAtuByaH zwran	ष्ट्रन्	zwran	वस्त्रम् । अस्त्रम् । शस्त्रम् । [[6.4.97]] <<इस्मन्...>> इति ह्रस्वत्वम् । छादनाच्छत्रम् ।	
4159	भ्रस्जिगमिनमिहनिविश्यशां वृद्धिश्च	BrasjigaminamihaniviSyaSAM vfdDiSca	ष्ट्रन्	zwran	भ्राष्ट्रः । गात्रं शकटम् । नान्त्रं स्तोत्रम् । हान्त्रं मरणम् । वैष्ट्रं विष्टपम् । आष्ट्रमाकाशम् ।	
4160	दिवेर्द् युच्च	diverd yucca	ष्ट्रन्	zwran	द्यौत्रम् ।	
4161	उषिखनिभ्यां कित्	uziKaniByAM kit	ष्ट्रन्	zwran	उष्ट्रः । खात्रं खनित्रं जलाधारश्च ।	
4162	सिविमुच्योष्टेरू च	sivimucyozwerU ca	ष्ट्रन्	zwran	सूत्रम् । मूत्रम् ।	
4163	अमिचिमिदिशसिभ्यः क्त्रः	amicimidiSasiByaH ktraH	क्त्र	ktra	आन्त्रम् । दित्रम् । मित्रम् । शस्त्रम् ।	
4164	पुवो ह्रस्वश्च	puvo hrasvaSca	क्त्र	ktra	पुत्रः ।	
4165	स्त्यायतेर्डट्	styAyaterqaw	डट्	qaw	स्त्री ।	
4166	गुधृवीपचिवचियमिसदिक्षदिभ्यस्त्रः	guDfvIpacivaciyamisadikzadiByastraH	त्र	tra	गोत्रं स्यान्नामवंशयोः । गोत्रा प्रुथिवी । धर्त्रं गृहम् । वेत्रम् । पक्त्रम् । वक्त्रम् । यन्त्रम् । सन्त्रम् । क्षन्त्रम् ।	
4167	हुयामाश्रुभसिभ्यस्त्रन्	huyAmASruBasiByastran	त्रन्	tran	होत्रम् । यात्रा । मात्रा । श्रोत्रम् । भस्त्रा ।	
4168	गमेरा च	gamerA ca	त्रन्	tran	गात्रम् ।	
4169	दादिभ्यच्छन्दसि	dAdiByacCandasi	त्रन्	tran	दात्रम् । पात्रम् ।	
4170	भूवादिगॄभ्यो णित्रन्	BUvAdigFByo Ritran	णित्रन्	Ritran	भावित्रम् । वादित्रम् । गादित्रमोदनम् ।	
4171	चरेर्वृत्ते	carervftte	णित्रन्	Ritran	चारित्रम् ।	
4172	अशित्रादिभ्य इत्रोत्रौ	aSitrAdiBya itrotrO	इत्र, उत्र	itra, utra	अशित्रम् । वहित्रम् । धरित्री मही । त्रैङ् एवमादिभ्य उत्रः । तोत्रं प्रहरणम् । वृञ् वरुत्रं प्रावरणम् ।	
4173	अमेर्द्विषति चित्	amerdvizati cit	इत्र	itra	अमित्रः शत्रुः ।	
4174	आः समिण्निकशिभ्याम्	AH samiRnikaSiByAm	आ	A	संपूर्वादिणो निपूर्वात्कषेश्च आ स्यात् । स्वरादित्वादव्ययत्वम् । समया । निकषा ।	
4175	चित्तेः कणः कश्च	citteH kaRaH kaSca	कण	kaRa	बाहुलकादगुणः । चिक्कणं मसृणं स्निग्धम् ।	
4176	सूचेः स्मन्	sUceH sman	स्मन्	sman	सूक्ष्मम् ।	
4177	पातेर्डुम्सुन्	pAterqumsun	डुम्सुन्	qumsun	पुमान् ।	
4178	रुचिभुजिभ्यां किष्यन्	ruciBujiByAM kizyan	किष्यन्	kizyan	रुचिष्यमिष्टम् । भुजिष्यो दासः ।	
4179	वसेस्तिः	vasestiH	ति	ti	वस्तिर्नाभेरधो द्वयोः । वस्तयः स्युर्दशासूत्रे । बाहुलकात् शासः शास्तिः राजदण्डः । विन्ध्याख्यमगमस्यतीत्यगस्तिः । शकन्ध्वादिः ।	
4180	सावसेः	sAvaseH	ति	ti	स्वस्ति । स्वरादिपाठादव्ययत्वम् ।	
4181	वौ तसेः	vO taseH	ति	ti	वितस्तिः ।	
4182	पदिप्रथिभ्यां नित्	padipraTiByAM nit	ति	ti	पत्तिः । प्रथितिः ।	
4183	तितुत्रेष्वग्रहादीनामितीट् दृणातेर्ह्रस्वश्च	titutrezvagrahAdInAmitIw dfRAterhrasvaSca	ति	ti	दृतिः ।	
4184	कॄतॄकृपिभ्यः कीटन्	kFtFkfpiByaH kIwan	कीटन्	kIwan	किरीटं शिरोवेष्टनम् । तिरीटं सुवर्णम् । कृपीटं कुक्षिवारिणोः ।	
4185	रुचिवचिकुचिकुटिभ्यः कितच्	rucivacikucikuwiByaH kitac	कितच्	kitac	रुचितमिष्टम् । उचितम् । कुचितं परिमितम् ।  कुटितं कुटिलम् ।	
4186	कुटिकुषिभ्यां क्मलन्	kuwikuziByAM kmalan	क्मलन्	kmalan	कुड्मलम् । कुष्मलम् ।	
4187	कुषेर्लश्च	kuzerlaSca	क्मलन्	kmalan	कुल्मलं पापम् ।	
4188	सर्वधातुभ्योऽसुन्	sarvaDAtuByosun	असुन्	asun	चेतः । सरः । पयः । सदः ।	
4189	रपेरत एच्च	raperata ecca	असुन्	asun	रेपोऽवद्यम् ।	
4190	अशेर्देवने युट् च	aSerdevane yuw ca	असुन्	asun	देवने स्तुतौ । यशः ।	
4191	उब्जेर्बले बलोपश्च	ubjerbale balopaSca	असुन्	asun	ओजः ।	
4192	श्वेः सम्प्रसारणं च	SveH samprasAraRaM ca	असुन्	asun	शवः । शवसी । बालपर्यायोऽयम् ।	
4193	श्रयतेः स्वाङ्गे शिरः किच्च	SrayateH svANge SiraH kicca	असुन्	asun	श्रयतेः शिरआदेशोऽसुन् किच्च । शिरः । शिरसी ।	
4194	अर्तेरुच्च	arterucca	असुन्	asun	उरः ।	
4195	व्याधौ शुट्	vyADO Suw	असुन्	asun	अर्शो गुदव्याधिः ।	
4196	उदके नुट् च	udake nuw ca	असुन्	asun	अर्तेरसुन् स्यात्तस्य च नुट् । अर्णः । अर्णसी ।	
4197	इण आगसि	iRa Agasi	असुन्	asun	एनः ।	
4198	रिचेर्धने घिच्च	ricerDane Gicca	असुन्	asun	चात्प्रत्ययस्य नुट् । घित्त्वात्कुत्वम् । रेक्णः सुवर्णम् ।	
4199	चायतेरन्ने ह्रस्वश्च	cAyateranne hrasvaSca	असुन्	asun	चनो भक्तम् ।	
4200	वृङ्शीङ्भ्यां रूपस्वाङ्गयोः पुट् च	vfNSINByAM rUpasvANgayoH puw ca	असुन्	asun	वर्पो रूपम् । शेपो गुह्यम् ।	
4201	स्रुरीभ्यां तुट् च	srurIByAM tuw ca	असुन्	asun	स्रोतः । रेतः ।	
4202	पातेर्बले जुट् च	pAterbale juw ca	असुन्	asun	पाजः । पाजसी ।	
4203	उदके थुट् च	udake Tuw ca	असुन्	asun	पाथः ।	
4204	अन्ने च	anne ca	असुन्	asun	पाथो भक्तम् ।	
4205	अदेर्नुम् धौ च	adernum DO ca	असुन्	asun	अदेर्भक्ते वाच्येऽसुन् नुमागमो धादेशश्च । अन्धोऽन्नम् ।	
4206	स्कन्देश्च स्वाङ्गे	skandeSca svANge	असुन्	asun	स्कन्दः । स्कन्दसी ।	
4207	आपः कर्माख्यायाम्	ApaH karmAKyAyAm	असुन्	asun	कर्माख्यायां ह्रस्वो नुट् च वा । अप्नः । अपः । बाहुलकात् । आपः । आपसी ।	
4208	रूपे जुट् च	rUpe juw ca	असुन्	asun	अब्जो रूपम् ।	
4209	उदके नुम्भौ च	udake numBO ca	असुन्	asun	अम्भः ।	
4210	नहेर्दिवि भश्च	naherdivi BaSca	असुन्	asun	नभः ।	
4211	इण आग अपराधे च	iRa Aga aparADe ca	असुन्	asun	आगः पापापराधयोः ।	
4212	अमेर्हुक्च	amerhukca	असुन्	asun	अंहः ।	
4213	रमेश्च	rameSca	असुन्	asun	रंहः ।	
4214	देशे ह च	deSe ha ca	असुन्	asun	रमन्तेऽस्मिन् रहः ।	
4215	अञ्च्यञ्जियुजिभृजिभ्यः कुञ्च	aYcyaYjiyujiBfjiByaH kuYca	असुन्	asun	एभ्योऽसुन् कवर्गश्चान्तादेशः । अङ्कश्चिह्नशरीरयोः । अङ्गः पक्षी । योगः समाधिः । भर्गस्तेजः ।	
4216	भूरञ्जिभ्यां कित्	BUraYjiByAM kit	असुन्	asun	भुवः । रजः ।	
4217	वसेर्णित्	vaserRit	असुन्	asun	वासो वस्त्रम् ।	
4218	चन्देरादेश्च छः	canderAdeSca CaH	असुन्	asun	छन्दः ।	
4219	पचिवचिभ्यां सुट् च	pacivaciByAM suw ca	असुन्	asun	पक्षसी तु स्मृतौ पक्षौ । वक्षो हृदयम् ।	
4220	वहिहाधाञ्भ्यश्छन्दसि	vahihADAYByaSCandasi	असुन्	asun	वक्षाः अनड्वान् । हासाश्चन्द्रः । धासाः पर्वत इति प्राञ्चः । वस्तुतस्तु णिदित्यनुवर्तते न तु सुट् । तेन वहेरुपधावृद्धिः । इतरयोः ’आतो युक् – ७-३-३३’ इति युक् । शोणा धृष्णू नृवाहसा । श्रोता हवं गृणतः स्तोमवाहाः । विश्वो विहायाः । वाजम्भरो विहायाः । देवो न यः पृथिवीं विश्वधायाः । अधारयत् पृथिवीं विश्वधायसम् । धर्णसिं भूरिधायसमित्यादिः ।	
4221	इण आसिः	iRa AsiH	आसि	Asi	अयाः वह्निः । स्वरादिपाठादव्ययत्वम् ।	
4222	मिथुनेऽसिः पूर्ववच्च सर्वम्	miTunesiH pUrvavacca sarvam	असि	asi	उपसर्गविशिष्टो धातुर्मिथुनं तन्नासुनोऽपवादोऽसिः । स्वरार्थः ।	
4223	नञि हन एह च	naYi hana eha ca	असि	asi	अनेहाः । अनेहसौ ।	
4224	विधाञो वेध च	viDAYo veDa ca	असि	asi	विदधातीति वेधाः ।	
4225	नुवो धुट् च	nuvo Duw ca	असि	asi	नोधाः ।	
4226	गतिकारकोपपदयोः पूर्वपदप्रकृतिस्वरत्वं च	gatikArakopapadayoH pUrvapadaprakftisvaratvaM ca	असि	asi	असिः स्यात् । सुतपाः । जातवेदाः । [[6.2.139]] <<गतिकारकोपदात् कृत्>> इत्युत्तरपदप्रकृतिस्वरत्वे सति शेषस्यानुदात्तत्वे प्राप्ते तदपवादार्थमिदम् ।	
4227	चन्द्रे मो डित्	candre mo qit	असि	asi	चन्द्रोपपदान्माङोऽसिः स्यात्स च डित् । चन्द्रमाः ।	
4228	वयसि धाञः	vayasi DAYaH	असि	asi	वयोधास्तरुणः ।	
4229	पयसि च	payasi ca	असि	asi	पयोधाः समुद्रो मेघश्च ।	
4230	पुरसि च	purasi ca	असि	asi	पुरोधाः ।	
4231	पुरूरवाः	purUravAH	असि	asi	पुरुशब्दस्य दीर्घो रौतेरसिश्च निपात्यते ।	
4232	चक्षेर्बहुलं शिच्च	cakzerbahulaM Sicca	असि	asi	नृचक्षाः ।	
4233	उषः कित्	uzaH kit	असि	asi	उषः ।	
4234	दमेरुनसिः	damerunasiH	उनसि	unasi	सप्तार्चिर्दमुनाः ।	
4235	अङ्गतेरसिरिरुडागमश्च	aNgaterasiriruqAgamaSca	असि	asi	अङ्गिराः ।	
4236	सर्तेरप्पूर्वादसिः	sarterappUrvAdasiH	असि	asi	अप्सराः । प्रायेणायं भूम्नि । अप्सरसः ।	
4237	विदिभुजिभ्यां विश्वे	vidiBujiByAM viSve	असि	asi	विश्ववेदाः । विश्वभोजाः ।	
4238	वशेः कनसिः	vaSeH kanasiH	कनसि	kanasi	सम्प्रसारणम् । उशनाः	
5001	अदि भुवो डुतच्	adi Buvo qutac	डुतच्	qutac	अद्भुतम् ।	
5002	गुधेरूमः	guDerUmaH	ऊम	Uma	गोधूमः ।	
5003	मसेरूरन्	maserUran	ऊरन्	Uran	मसूरः। प्रथमे पादे असेरुरन्मसेश्चेत्यत्र व्याख्यातः ।	
5004	स्थः किच्च	sTaH kicca	ऊरन्	Uran	स्थूरो मनुष्यः ।	
5005	पातेरतिः	pAteratiH	अति	ati	पातिः स्वामी । संपातिः पक्षिराजः ।	
5006	वातेर्नित्	vAternit	अति	ati	वातिरादित्यसोमयोः ।	
5007	अर्तेश्च	arteSca	अति	ati	अरतिरुद्वेगः ।	
5008	तृहेः क्नो हलोपश्च	tfheH kno halopaSca	क्न	kna	तृणम् ।	
5009	वुञ्लुठितनिताडिभ्य उलच् तण्डश्च	vuYluWitanitAqiBya ulac taRqaSca	उलच्	ulac	व्रियन्ते लुट्यन्ते तन्यन्ते ताड्यन्त इति वा तण्डुलाः ।	
5010	दंसेष्टटनौ न आ च	daMsezwawanO na A ca	ट, टन्	wa, wan	दासः सेवकशूद्रयोः ।	
5011	दंशेश्च	daMSeSca	ट, टन्	wa, wan	दाशो धीवरः ।	
5012	उदि चेर्डैसिः	udi cerqEsiH	डैसि	qEsi	स्वरादिपाठादव्ययत्वम् । उच्चैः ।	
5013	नौ दीर्घश्च	nO dIrGaSca	डैसि	qEsi	नीचैः ।	
5014	सौ रमेः क्तो दमे पूर्वपदस्य च दीर्घः	sO rameH kto dame pUrvapadasya ca dIrGaH	क्त	kta	रमेः सुपूर्वाद्दमे वाच्ये क्तः स्यात् । कित्वादनुनासिकलोपः । सूरत उपशान्तो दयालुश्च ।	
5015	पूञो यण् णुक् ह्रस्वश्च	pUYo yaR Ruk hrasvaSca	यत्	yat	यत्प्रत्ययः । पुण्यम् ।	
5016	स्रंसेः शिः कुट् किश्च	sraMseH SiH kuw kiSca	यत्	yat	स्रंसतेः शिरादेशः यत्प्रत्ययः कित्तस्य कुडागमश्च । शिक्यम् ।	
5017	अर्तेः क्युरुच्च	arteH kyurucca	क्यु	kyu	उरणो मेषः ।	
5018	हिंसेरीरन्नीरचौ	hiMserIrannIracO	ईरन् , ईरच्	Iran , Irac	हिंसीरो व्याघ्रदुष्टयोः ।	
5019	उदि दृणातेरजलौ पूर्वपदान्त्यलोपश्च	udi dfRAterajalO pUrvapadAntyalopaSca	अल्, अच्	al, ac	उदरम् ।	
5020	डित् खनेर्मुट् स चोदात्तः	qit Kanermuw sa codAttaH	अल्, अच्	al, ac	अच् अल् च डित्स्याद्धातोर्मुट् स चोदात्तः । मुखम् ।	
5021	अमेः सन्	ameH san	सन्	san	अंसः ।	
5022	मुहेः खो मूर्च	muheH Ko mUrca	ख	Ka	मूर्खः ।	
5023	नहेर्हलोपश्च	naherhalopaSca	ख	Ka	नखः ।	
5024	शीङो ह्रस्वश्च	SINo hrasvaSca	ख	Ka	शिखा ।	
5025	माङ ऊखो मय् च	mANa UKo may ca	ऊख	UKa	मयूखः ।	
5026	कलिगलिभ्यां फगस्योच्च	kaligaliByAM Pagasyocca	फक्	Pak	कुल्फः शरीरावयवो रोगश्च । गुल्फः पादग्रन्थिः ।	
5027	स्पृशेः श्वण्शुनौ पृ च	spfSeH SvaRSunO pf ca	श्वण् , शुन्	SvaR , Sun	श्वण्शुनौ प्रत्ययौ पृ इत्यादेशः । पार्श्वोऽस्त्री कक्षयोरधः । पर्शुरायुधम् ।	
5028	श्मनि श्रयतेर्डुन्	Smani Srayaterqun	डुन्	qun	श्मन्शब्दो मुखवाची । मुखमाश्रयत इति श्मश्रुः ।	
5029	अश्र्वादयश्च	aSrvAdayaSca	डुन्	qun	अश्रु नयनजलम् ।	
5030	जनेष्टन् लोपश्च	janezwan lopaSca	टन्	wan	जटा ।	
5031	अच् तस्य जङ्घ च	ac tasya jaNGa ca	अच्	ac	तस्य जनेः जङ्घादेशः स्यादच्च । जङ्घा ।	
