unadi_id	sutra_deva	sutra_slp1	pratyay_deva	pratyay_slp1	sk_commentary	sutra_ref
1153	कॄगॄशॄदॄभ्यो वः	kFgFSFdFByo vaH	व	va	कर्वः काम आखुश्च । गर्वः । शर्वः । दर्वो राक्षसः ।	
1154	कनिन् युवृषितक्षिराजिधन्विद्युप्रतिदिवः	kanin yuvfzitakzirAjiDanvidyupratidivaH	कनिन्	kanin	यौतीति युवा । वृषा इन्द्रः । तक्षा । राजा । धन्वा मरुः । धन्व शरासनम् । द्युवा सूर्यः । प्रतिदीव्यन्त्यस्मिन् प्रतिदिवा दिवसः ।	
1155	सप्यशूभ्यां तुट् च	sapyaSUByAM tuw ca	कनिन्	kanin	सप्त । अष्ट ।	
1156	नञि जहातेः	naYi jahAteH	कनिन्	kanin	अहः ।	
1157	श्वन्नुक्षन्पूषन्प्लीहन्क्लेदन्स्नेहन्मूर्धन्मज्जन्नर्यमन्विश्वप्सन्परिज्जन्मातरिश्वन्मघवन्निति	SvannukzanpUzanplIhankledansnehanmUrDanmajjannaryamanviSvapsanparijjanmAtariSvanmaGavanniti	कनिन्	kanin	एते त्रयोदश कनिप्रत्ययान्ता निपात्यन्ते । श्वयतीति श्वा । उक्षा पूषा । प्लिह गतौ । इकारस्य दीर्घत्वम् । प्लेहतीति प्लीहा कुक्षिव्याधिः । क्लिदू आर्द्रीभावे । क्लिद्यति क्लेदा चन्द्रः । स्निह्यतेर्गुणः । स्निह्यतीति स्नेहा सुहृच्चन्द्रश्च । मुह्यन्त्यस्मिन्नाहते । मूर्धा । मुहेरुपधाया दीर्घो धोऽन्तादेशो रमागमश्च । मज्जत्यस्थिषु मज्जा अस्थिसारः । अर्यपूर्वो माङ् अर्यमा । विश्वं प्साति विश्वप्साग्निः । परिजायते परिज्मा चन्द्रोऽग्निश्च । जनेरुपधालोपो मश्चान्तादेशः । मातरि अन्तरिक्षे श्वयतीति मातरिश्वा । धातोरिकारलोपः । मह पूजायाम् । हस्य घो वुगागमश्च मघवा इन्द्रः	
2001	कृहृभ्यामेणुः	kfhfByAmeRuH	एणु	eRu	करेणुः । हरेणुर्गन्धद्रव्यम् ।	
2002	हनिकुषिनरिकाशिभ्यः कथन्	hanikuzinarikASiByaH kaTan	कथन्	kaTan	हथो विषण्णः । कुष्ठः । नीथो नेता । रथः काष्ठम् ।	
2003	अवे भृञः	ave BfYaH	कथन्	kaTan	अवभृथः ।	
2004	उषिकुषिगार्तिभ्यः स्थन्	uzikuzigArtiByaH sTan	स्थन्	sTan	ओष्ठः कोष्ठम् । गाथा अर्थः । बाहुलकात् शोथः ।	
2005	सर्तेर्णित्	sarterRit	स्थन्	sTan	सार्थः समूहः ।	
2006	जॄवृञ्भ्यामूथन्	jFvfYByAmUTan	ऊथन्	UTan	जरूथं मांसम् । वरूथो रथगुप्तौ ना ।	
2007	पातॄतुदिवचिरिचिसिचिभ्यस्थक्	pAtFtudivaciricisiciByasTak	थक्	Tak	पीथो रविर्घृतं पीथम् । तीर्थं शास्त्राध्वरक्षेत्रोपायोपाध्यायमन्त्रिषु । अवतारर्षिजुष्टाम्भःस्त्रीरजःसु च विश्रुतमिति विश्वः । तुत्थोऽग्निः । उक्थं सामभेदः । रिक्थम् । बाहुलकादृचेरपि । रिक्थमृक्थं धनं वसु । सिक्थम् ।	
2008	अर्तेर्निरि	arterniri	थक्	Tak	निर्ऋथं साम ।	
2009	निशीथगोपीथावगथाः	niSITagopITAvagaTAH	थक्	Tak	निशीथोऽर्धरात्रः रात्रिमात्रं च । गोपीथं तीर्थम् । अवगथः प्रातःस्नातः ।	
2010	गश्चोदि	gaScodi	थक्	Tak	उद्गीथः साम्नो भागविशेषः ।	
2011	समीणः	samIRaH	थक्	Tak	समिथो वह्निः संग्रामश्च ।	
2012	तिथपृष्ठगूथयूथप्रोथाः	tiTapfzWagUTayUTaproTAH	थक्	Tak	तिजेर्जलोपः । तिथोऽनलः कामश्च । पृष्ठम् । गूथं विष्ठा । यूथं समूहः । प्रोथमस्त्री तुरङ्गास्ये प्रोथः प्रस्थित उच्यते ।	
2013	स्फायितञ्चिवञ्चिशकिक्षिपिक्षुदिसृपितृपिदृपिवन्द्युन्दिश्वितिवृत्यजिनीपदिमदिमुदिखिदिछिदिभिदिमन्दिचन्दिदहिदसिदम्भिवसिवाशिशीङ्हसिसिधिशुभिभ्यो रक्	sPAyitaYcivaYciSakikzipikzudisfpitfpidfpivandyundiSvitivftyajinIpadimadimudiKidiCidiBidimandicandidahidasidamBivasivASiSINhasisiDiSuBiByo rak	रक्	rak	द्वात्रिंशद्भ्यो रक् स्यात् । वलि यलोपः । स्फारम् । न्यङ्क्वादित्वात्कुत्वम् । तक्रम् । वक्रम् । शक्रः । क्षिप्रम् । क्षुद्रः । सृप्रश्चन्द्रः । तृप्रः पुरोडाशः । दृप्रो बलवान् । वन्द्रः पूजकः । उन्दी, उन्द्रो जलचरः । श्वित्रं कुष्ठम् । वृत्रो रिपौ ध्वनौ ध्वान्ते शैले चक्रे च दानवे । अजेर्वी, वीरः । नीरम् । पद्रो ग्रामः । मन्द्रो हर्षो देशभेदश्च । मुद्रा प्रत्ययकारिणी । खिद्रो रोगो दरिद्रश्च । छिद्रम् । भिद्रं वज्रम् । मन्द्रः । चन्द्रः । पचाद्यचि चन्दोऽपि । हिमांशुश्चन्द्रमाश्चन्द्रः शशी चन्दो हिमद्युतिः । दहोऽग्निः । दस्रः स्वर्वैद्यः । दम्भ्रः समुद्रः स्वल्पं च । वसेः संप्रसारणे ।	
2014	चकिरम्योरुच्चोपधायाः	cakiramyoruccopaDAyAH	रक्	rak	चुक्रमम्लद्रव्यम् । रुम्रोऽरुणः ।	
2015	वौ कसेः	vO kaseH	रक्	rak	विकुस्रश्चन्द्रः ।	
2016	अमितम्योर्दीर्घश्च	amitamyordIrGaSca	रक्	rak	आम्रम् । ताम्रम् ।	
2017	निन्देर्नलोपश्च	nindernalopaSca	रक्	rak	निद्रा ।	
2018	अर्देर्दीर्घश्च	arderdIrGaSca	रक्	rak	आर्द्रम् ।	
2019	शुचेर्दश्च	SucerdaSca	रक्	rak	शूद्रः ।	
2020	दुरीणो लोपश्च	durIRo lopaSca	रक्	rak	दुःखेनेयते प्राप्यत इति दूरम् ।	
2021	कृतेश्छः क्रू च	kfteSCaH krU ca	रक्	rak	कृच्छ्र्म् । क्रूरः ।	
2022	रोदेर्णिलुक् च	roderRiluk ca	रक्	rak	रोदयतीति रुद्रः ।	
2023	बहुलमन्यत्रापि संज्ञाछन्दसोः	bahulamanyatrApi saMjYACandasoH	रक्	rak	णिलुगित्येव । वान्ति पर्णशुषो वातास्ततः पर्णमुचोऽपरे ।	
2024	जोरी च	jorI ca	रक्	rak	जीरोऽणुः । ज्यश्चेत्येके ।	
2025	सुसूधागृधिभ्यः क्रन्	susUDAgfDiByaH kran	क्रन्	kran	सुरः । सूरः । धीरः । गृध्रः ।	
2026	शुसिचिमीनां दीर्घश्च	SusicimInAM dIrGaSca	क्रन्	kran	शुः सौत्रः । शूरः । सीरम् । चीरम् । भीरः समुद्रः ।	
2027	वा विन्धेः	vA vinDeH	क्रन्	kran	वीध्रं विमलम् ।	
2028	वृधिवपिभ्यां रन्	vfDivapiByAM ran	रन्	ran	वर्ध्रं चर्म । वप्रः प्राकारः ।	
2029	ऋज्रेन्द्राग्रवज्रविप्रकुव्रचुव्रक्षुरखुरभद्रोग्रभेरभेलशुक्रशुक्लगौरवम्रेरामालाः	fjrendrAgravajraviprakuvracuvrakzuraKuraBadrograBeraBelaSukraSuklagOravamrerAmAlAH	रन्	ran	रन्नन्ता ऊनविंशतिः । निपातनाद्गुणाभावः । ऋज्रो नायकः । इदि इन्द्रः । अङ्गेर्नलोपः । अग्रम् । वज्रोऽस्त्री हीरके पवौ । डुवप् उपधाया इत्वम् विप्रः । कुम्बिचुम्ब्योर्नलोपः । कुब्रमरण्यम् । चुब्रं मुखम् । क्षुर विलेखने रेफलोपः । अगुणः । क्षुरः । खुर छेदने रलोपो गुणाभावश्च । खुरः । भन्देर्नलोपः भद्रम् । उच समवाये । चस्य गः । उग्रः । ञिभी । भेरी । पक्षे लः । भेलो जलतरणद्रव्यम् । शुचेश्चस्य कः । शुक्रः । पक्षे लः । शुक्लः । गुङ् वृद्धिः । गौरोऽरुणे सिते पीते । वन संभक्तौ । वम्रो विभागी इणो गुणाभावः । इरा मद्ये च वारिणि । मा माने माला ।	
2030	समि कस उकन्	sami kasa ukan	उकन्	ukan	कस गतौ । सम्यक्कसन्ति पलायन्ते जना अस्मादिति सङ्कसुको दुर्जनः अस्थिरश्च ।	
2031	पचिनशोर्णुकन्कनुमौ च	pacinaSorRukankanumO ca	णुकन्, कनुम्	Rukan, kanum	पचेः कः । पाकुकः सूपकारः । नशेर्नुम् । नंशुकः ।	
2032	भियः क्रुकन्	BiyaH krukan	क्रुकन्	krukan	भीरुकः ।	
2033	क्वुन् शिल्पिसंज्ञयोरपूर्वस्यापि	kvun SilpisaMjYayorapUrvasyApi	क्वुन्	kvun	रजकः । इक्षुकुट्टकः । चरकः । चष भक्षणे । चषकः । शुनकः । भषकः ।	
2034	रमे रश्च लो वा	rame raSca lo vA	क्वुन्	kvun	रमको विलासी । लमकः ।	
2035	जहातेर्द्वे च	jahAterdve ca	क्वुन्	kvun	जहकस्त्यागी कालश्च ।	
2036	ध्मो धम च	Dmo Dama ca	क्वुन्	kvun	धमकः कर्मकारः ।	
2037	हनो वध च	hano vaDa ca	क्वुन्	kvun	वधकः ।	
2038	बहुलमन्यत्रापि	bahulamanyatrApi	क्वुन्	kvun	कुह विस्मापने । कुहकः । कृतकम् ।	
2039	कृषेर्वृद्धिश्चोदीचाम्	kfzervfdDiScodIcAm	क्वुन्	kvun	कार्षकः । कृषकः ।	
2040	उदकं च	udakaM ca	क्वुन्	kvun	प्रपञ्चार्थम् ।	
2041	वृश्चिकृष्योः किकन्	vfScikfzyoH kikan	किकन्	kikan	वृश्चिकः । कृषिकः ।	
2042	प्राङिपणिकषः	prANipaRikazaH	किकन्	kikan	प्रापणिकः पण्यविक्रयी । प्राकषिकः परदारोपजीवी ।	
2043	मुषेर्दीर्घश्च	muzerdIrGaSca	किकन्	kikan	मूषिक आखुः ।	
2044	स्यमेः संप्रसारणं च	syameH saMprasAraRaM ca	किकन्	kikan	चाद्दीर्घः । सीमिको वृक्षभेदः ।	
2045	क्रिय इकन्	kriya ikan	इकन्	ikan	क्रयिकः क्रेता ।	
2046	आङि पणिपनिपतिखनिभ्यः	ANi paRipanipatiKaniByaH	इकन्	ikan	आपणिकः । आपनिकः इन्द्रनीलः किरातश्च । आपतिकः श्येनो दैवायत्तश्च । आखनिको मूषिको वराहश्च ।	
2047	श्यास्त्याहृञविभ्य इनच्	SyAstyAhfYaviBya inac	इनच्	inac	श्येनः । स्त्येनः । हरिणः । अविनोऽध्वर्युः ।	
2048	वृजेः किच्च	vfjeH kicca	इनच्	inac	वृजिनम् ।	
2049	अजेरज च	ajeraja ca	इनच्	inac	वीभावबाधनार्थम् । अजिनम् ।	
2050	बहुलमन्यत्रापि	bahulamanyatrApi	इनच्	inac	कठिनम् । नलिनम् । मलिनम् । कुण्डिनम् । द्यतेः यत्परुषि दिनम् । दिवसोऽपि दिनम् ।	
2051	द्रुदक्षिभ्यामिनन्	drudakziByAminan	इनन्	inan	द्रविणम् । दक्षिणः । दक्षिणा ।	
2052	अर्तेः किदिच्च	arteH kidicca	इनन्	inan	इरिणं शून्यम् ।	
2053	वेपितुह्योर्ह्रस्वश्च	vepituhyorhrasvaSca	इनन्	inan	विपिनम् । तुहिनम् ।	
2054	तलिपुलिभ्यां च	talipuliByAM ca	इनन्	inan	तलिनं विरले स्तोके स्वच्छेऽपि तलिनं त्रिषु । पुलिनम् ।	
2055	गर्वेरत उच्च	garverata ucca	इनन्	inan	गौरादित्वात् ङीष् । गुर्विणी । गर्भिणी ।	
2056	रुहेश्च	ruheSca	इनन्	inan	रोहिणः ।	
2057	महेरिनण् च	maherinaR ca	इनण्	inaR	चादिनन् । माहिनन् । महिनं राज्यम् ।	
2058	क्विब्वचिप्रच्छिश्रिस्रुद्रुप्रुज्वां दीर्घोऽसंप्रसारणं च	kvibvacipracCiSrisrudruprujvAM dIrGosaMprasAraRaM ca	क्विप्	kvip	वाक् । प्राट् । श्रीः । स्रवत्यतो घृतादिकमिति स्रूर्यज्ञोपकरणम् । द्रूर्हिरण्यम् । कटप्रूः कामरूपी कीटश्च । जूराकाशे सरस्वत्यां पिशाच्यां जवने स्त्रियाम् ।	
2059	आप्नोतेर्ह्रस्वश्च	ApnoterhrasvaSca	क्विप्	kvip	आपः । अपः । अद्भिः । अद्भ्यः ।	
2060	परौ व्रजेः षश्च पदान्ते	parO vrajeH zaSca padAnte	क्विप्	kvip	व्रजेः क्विब्दीर्घौ स्तः पदान्ते तु षश्च । परिव्राट् । परिव्राजौ ।	
2061	हुवः श्लुवच्च	huvaH Sluvacca	क्विप्	kvip	जुहूः ।	
2062	स्रुवः कः	sruvaH kaH	क	ka	स्रुवः ।	
2063	चिक् च	cik ca	चिक्	cik	इकार उच्चारणार्थः । क इत् कुत्वम् । स्रुवं च स्रुचश्च संमृड्ढि ।	
2064	तनोतेरनश्च वः	tanoteranaSca vaH	चिक्	cik	तनोतेश्चिक् प्रत्ययः । अनो वशब्दादेशश्च । त्वक् ।	
2065	ग्लानुदिभ्यां डौः	glAnudiByAM qOH	डौ	qO	ग्लौः । नौः ।	
2066	च्विरव्ययम्	cviravyayam	डौ	qO	डौरित्येव । ग्लौकरोति । [[1.1.39]] <<कृन्मेजन्तः>> इति सिद्धे नियमार्थमिदम् । उणादिप्रत्ययान्तश्च्व्यन्त एवेति ।	
2067	रातेर्डैः	rAterqEH	डै	qE	राः । रायौ । रायः ।	
2068	गमेर्डोः	gamerqoH	डो	qo	गौर्नादित्ये बलीवर्दे किरणक्रतुभेदयोः । स्त्री तु स्याद्दिशि भारत्यां भूमौ च सुरभावपि । नृस्त्रियोः स्वर्गवज्राम्बुरश्मिदृग्बाणलोमसु । बाहुलकाद् द्युतेरपि डोः । द्यौः स्त्री स्वर्गान्तरिक्षयोः ।	
2069	भ्रमेश्च डूः	BrameSca qUH	डू	qU	भ्रूः । चाद्गमेः । अग्रेगूः ।	
2070	दमेर्डोसिः	damerqosiH	डोसि	qosi	दोः । दोषौ ।	
2071	पणेरिज्यादेश्च वः	paRerijyAdeSca vaH	इजि	iji	वणिक् । स्वार्थेऽण् । नैगमो वाणिजो वणिक् ।	
2072	वशेः कित्	vaSeH kit	इजि	iji	उशिगग्नौ घृतेपि च ।	
2073	भृञ ऊच्च	BfYa Ucca	इजि	iji	भूरिक् भूमिः ।	
2074	जसिसहोरुरिन्	jasisahorurin	उरिन्	urin	जसुरिर्व्रज्रम् । सहुरिरादित्यः पृथिवी च ।	
2075	सुयुरुवृञो युच्	suyuruvfYo yuc	युच्	yuc	सवश्चन्द्रमाः । यवनः । रवणः । कोकिलः । वरणः ।	
2076	अशेरश च	aSeraSa ca	युच्	yuc	अश्नोतेर्युच् स्यात् रशादेशश्च । रशना काञ्ची । जिह्वावाची तु दन्त्यसकारवान् ।	
2077	उन्देर्नलोपश्च	undernalopaSca	युच्	yuc	ओदनः ।	
2078	गमेर्गश्च	gamergaSca	युच्	yuc	गमेर्युच् स्याद्गश्चादेशः । गगनम् ।	
2079	बहुलमन्यत्रापि	bahulamanyatrApi	युच्	yuc	युच् स्यात् । स्यन्दनः । रोचना ।	
2080	रञ्जेः क्युन्	raYjeH kyun	क्युन्	kyun	रजनम् ।	
2081	भूसूधूभ्रस्जिभ्यश्छन्दसि	BUsUDUBrasjiByaSCandasi	क्युन्	kyun	भुवनम् । सुवन आदित्यः । धवनो वह्निः । निधुवनं सुरतम् । भृज्जनमम्बरीषम् ।	
2082	कॄपॄवृजिमन्दिनिधाञः क्युः	kFpFvfjimandiniDAYaH kyuH	क्यु	kyu	किरणः । पुरणः समुद्रः । वृजनमन्तरिक्षम् । मन्दनं स्तोत्रम् । निधनम् ।	
2083	धृषेर्धिष् च संज्ञायाम्	DfzerDiz ca saMjYAyAm	क्यु	kyu	धिषणो गुरुः । धिषणा धीः ।	
2084	वर्तमाने पृषद्बृहन्महज्जगच्छतृवच्च	vartamAne pfzadbfhanmahajjagacCatfvacca	अति	ati	अतिप्रत्ययान्ताः । पृषु सेचने गुणाभावः पृषन्ति । बृहत् महान् । गमेर्जगादेशः । जगत् ।	
2085	संश्चत्तृपद्वेहत्	saMScattfpadvehat	अति	ati	एते निपात्यन्ते । पृथक्करणं शतृवद्भावनिवृत्त्यर्थम् । संचिनोतेः सुट् इकारलोपः । संश्चत् कुहकः । तृषत् छत्रम् । विपूर्वाद्धन्तेष्टिलोपः । इत ए च । वेहद्गर्भोपघातिनी ।	
2086	छन्दस्यसानच् शुजॄभ्याम्	CandasyasAnac SujFByAm	असानच्	asAnac	शवसानः पन्थाः । जरसानः पुरुषः ।	
2087	ऋञ्जिवृद्धिमन्दिसहिभ्यः कित्	fYjivfdDimandisahiByaH kit	असानच्	asAnac	ऋञ्जसानो मेघः । वृधसानः पुरुषः । मन्दसानोऽग्निर्जीवश्च । सहसानो यज्ञो मयूरश्च ।	
2088	अर्तेर्गुणः शुट् च	arterguRaH Suw ca	असानच्	asAnac	अर्शसानोऽग्निः ।	
2089	सम्यानच्स्तुवः	samyAnacstuvaH	आनच्	Anac	संस्तवानो वाग्मी ।	
2090	युधिबुधिदृशिभ्यः किच्च	yuDibuDidfSiByaH kicca	आनच्	Anac	युधानः । बुधानः । दृशानो लोकपालकः ।	
2091	हुर्छेः सनो लुक् छलोपश्च	hurCeH sano luk CalopaSca	आनच्	Anac	जुहुराणश्चन्द्रमाः ।	
2092	श्वितेर्दश्च	SviterdaSca	आनच्	Anac	शिश्विदानः पुण्यकर्मा ।	
2093	तृन्तृचौ शंसिक्षदादिभ्यः संज्ञायां चानिटौ	tfntfcO SaMsikzadAdiByaH saMjYAyAM cAniwO	तृन्, तृच्	tfn, tfc	शंसेः क्षदादिभ्यश्च क्रमात्तृन्तृचौ स्तः तौ चानिटौ । शंस्ता स्तोता । शंस्तरौ । शंस्तरः । क्षदिः सौत्रो धातुः शकलीकरणे भक्षणे च । अनुदात्तेत् । वृक्ये चक्षदानमिति मन्त्रात् । उक्षाणं वा वेहतं वा क्षदन्ते इति ब्राह्मणाच्च । क्षत्ता स्यात्सारथौ द्वाःस्थे क्षत्रियायां च शूद्रजे ।	
2094	बहुलमन्यत्रापि	bahulamanyatrApi	तृन्, तृच्	tfn, tfc	मन् । मन्ता । हन् । हन्ता । इत्यादि ।	
2095	नप्तृनेष्टृत्वष्टृहोतृपोतृभ्रातृजामातृमातृपितृदुहितृ	naptfnezwftvazwfhotfpotfBrAtfjAmAtfmAtfpitfduhitf	तृन्, तृच्	tfn, tfc	न पतन्त्यनेन नप्ता पौत्रो दौहित्रश्च । नयतेः पुग्गुणश्च । नेष्टा । त्विषेरितोऽत्वम् । त्वष्टा । होता । पोता ऋत्विग्भेदः । भ्राजतेर्जलोपः । भ्राता । जायां माति जामाता । मान पूजायां नलोपः । माता । पातेराकारस्य इत्वम् । पिता । दुहेस्तृच इट् गुणाभावश्च । दुहिता ।	
2096	सुञ्यसेर्ऋन्	suYyaserfn	ऋन्	fn	स्वसा ।	
2097	यतेर्वृद्धिश्च	yatervfdDiSca	ऋन्	fn	याता । भार्यास्तु भ्रातृवर्गस्य यातरः स्युः परस्परम् ।	
2098	नञि च नन्देः	naYi ca nandeH	ऋन्	fn	न नन्दति ननान्दा । इह वृद्धिर्नानुवर्तत इत्येके । ननान्दा तु स्वसा पत्युर्ननन्दा नन्दिनी च सेति शब्दार्णवः ।	
2099	दिवेर्ऋः	diverfH	ऋ	f	देवा देवरः । स्वामिनो देवृ देवरौ ।	
2100	नयतेर्डिच्च	nayaterqicca	ऋ	f	ना । नरौ नरः ।	
2101	सव्ये स्थश्छन्दसि	savye sTaSCandasi	ऋ	f	[[8.3.97]] <<अम्बाम्ब...>> इत्यत्र ‘स्थास्थिन्स्थूणामुपसंख्यानम्’ । सव्येष्टा सारथिः । सव्येष्टरौ । सव्येष्टरः ।	
2102	अर्तिसृधृधम्यश्यवितॄभ्योऽनिः	artisfDfDamyaSyavitFByoniH	अनि	ani	सरणिः । धरणिः । धमनिः । अमनिर्गतिः । अशनिः । अवनिः । तरणिः । बाहुलकात् रजनिः ।	
2103	आङि शुषेः सनश्छन्दसि	ANi SuzeH sanaSCandasi	अनि	ani	आशुशुक्षणिरग्निर्वातश्च ।	
2104	कृषेरादेश्च चः	kfzerAdeSca caH	अनि	ani	चर्षणिर्जनः ।	
2105	अदेर्मुट् च	adermuw ca	अनि	ani	अद्मनिरग्निः ।	
2106	वृतेश्च	vfteSca	अनि	ani	वर्तनिः । गोवर्धनस्तु चकारान्मुट् वर्त्मनिरित्याह ।	
2107	क्षिपेः किच्च	kzipeH kicca	अनि	ani	क्षिपणिरायुधम् ।	
2108	अर्चिशुचिहुसृपिछादिछर्दिभ्य इसिः	arciSucihusfpiCAdiCardiBya isiH	इसि	isi	अर्चिर्ज्वाला । इदन्तोऽप्ययम् । अग्नेर्भ्राजन्ते अर्चयः । शोचिर्दीप्तिः । हविः सर्पिः । [[6.4.97]] <<इस्मन्...>> इति ह्रस्वः । छदिः पटलम् । छर्दिर्वमनव्याधिः । इदन्तोऽपि । छर्द्यतीसारशूलवान् ।	
2109	बृंहेर्नलोपश्च	bfMhernalopaSca	इसि	isi	बर्हिर्ना कुशशुष्मणोः ।	
2110	द्युतेरिसिन्नादेश्च जः	dyuterisinnAdeSca jaH	इसिन्	isin	ज्योतिः ।	
2111	वसौ रुचेः संज्ञायाम्	vasO ruceH saMjYAyAm	इसिन्	isin	वसुरोचिर्यज्ञः ।	
2112	भुवः कित्	BuvaH kit	इसिन्	isin	भुविः समुद्रः ।	
2113	सहो धश्च	saho DaSca	इसिन्	isin	सिधिरनड्वान् ।	
2114	पिबतेस्थुक्	pibatesTuk	इसिन्	isin	पाथिश्चक्षुःसमुद्रयोः ।	
2115	जनेरुसिः	janerusiH	उसि	usi	जनुर्जननम् ।	
2116	मनेर्धश्छन्दसि	manerDaSCandasi	उसि	usi	मधुः ।	
2117	अर्तिपॄवपियजितनिधनितपिभ्यो नित्	artipFvapiyajitaniDanitapiByo nit	उसि	usi	अरुः । परुर्ग्रन्थिः । वपुः । यजुः । तनुः । तनुषी । तनूंषि । धनुरस्त्रियाम् । धनुर्वंशविशुद्धोऽपि निर्गुणः किं करिष्यति । सान्तस्य उदन्तस्य वा रूपम् । तपुः सूर्याग्निशत्रुषु ।	
2118	एतेर्णिच्च	eterRicca	उसि	usi	आयुः । आयुषी ।	
2119	चक्षेः शिच्च	cakzeH Sicca	उसि	usi	चक्षुः ।	
2120	मुहेः किच्च	muheH kicca	उसि	usi	मुहुरव्ययम् ।	
2121	बहुलमन्यत्रापि	bahulamanyatrApi	उसि	usi	आचक्षुः । परिचक्षुः ।	
2122	कॄगॄशॄवृञ्चतिभ्यः ष्वरच्	kFgFSFvfYcatiByaH zvarac	ष्वरच्	zvarac	कर्वरो व्याघ्ररक्षसोः । गर्वरोऽहंकारी । शर्वरी रात्रिः । वर्वरः प्राकृतो जनः । चत्वरम् ।	
2123	नौ सदेः	nO sadeH	ष्वरच्	zvarac	निपद्वरस्तु जम्बालः । निपद्वरी रात्रिः	
3001	छित्वरछत्वरधीवरपीवरमीवरचीवरतीवरनीवरगह्वरकट्वरसंयद्वराः	CitvaraCatvaraDIvarapIvaramIvaracIvaratIvaranIvaragahvarakawvarasaMyadvarAH	ष्वरच्	zvarac	एकादश प्वरच्प्रत्ययान्ता निपात्यन्ते । छिदिर् छद् अनयोस्तकारोऽन्तादेशः छिदेर्गुणाभावश्च । छित्वरो धूर्तः । छत्वरो गृहकुञ्जयोः । धीवरः कैवर्तः । पीवरः स्थूलः । मीवरो हिंसकाः । चिनोतेर्दीर्घश्च । चीवरं भिक्षुकप्रावरणं । तीवरो जातिविशेषः । नीवरः परिव्राट् । गाहतेर्ह्रस्वत्वम् । गह्वरम् । कटे वर्षादौ । कट्वरं व्यजनम् । यमेर्दकारः । संयद्वरो नृपः । पदेः संपद्वरः इत्येके ।	
3002	इण्सिञ्जिदीङुष्यविभ्यो नक्	iRsiYjidINuzyaviByo nak	नक्	nak	इनः सूर्ये नृपे पत्यौ । सिनः काणः । जिनोऽर्हन् । दीनः । उष्णः । ऊनः ।	
3003	फेनमीनौ	PenamInO	नक्	nak	एतौ निपात्येते । स्फायतेः फेनः । मीनः ।	
3004	कृषेर्वर्णे	kfzervarRe	नक्	nak	कृष्णः ।	
3005	बन्धेर्ब्रधिबुधी च	banDerbraDibuDI ca	नक्	nak	ब्रध्नः । बुध्नः ।	
3006	धापॄवस्यज्यतिभ्यो नः	DApFvasyajyatiByo naH	न	na	धाना भ्रष्टयवे स्त्रियः । पर्णं पत्रम् । पर्णः किंशुकः । वस्नो मूल्ये वेतने च । अजेर्वी । वेनः । अत्न आदित्यः । बाहुलकात् । शृणोतेः श्रोणः पङ्गुः ।	
3007	लक्षेरट् च	lakzeraw ca	न	na	लक्षेश्चुरादिण्यन्तान्नः स्यात्तस्याडागमश्च । चान्मुडित्येके । लक्षणं लक्ष्मणं नाम्नि चिन्हे च । लक्षणो लक्ष्मणश्च रामभ्राता । लक्षणा हंसयोषायां सारसस्य च लक्ष्मणा ।	
3008	वनेरिच्चोपधायाः	vanericcopaDAyAH	न	na	वेन्ना नदी ।	
3009	सिवेष्ठेर्यू च	sivezWeryU ca	न	na	दीर्घोच्चारणसामर्थ्यान्न गुणः । स्यून आदित्यः । बाहुलकात् केवलो नः । ऊठ् । अन्तरङ्गत्वाद्यण् । गुणः । स्योनः ।	
3010	कॄवॄजॄसिद्रुपन्यनिस्वपिभ्यो नित्	kFvFjFsidrupanyanisvapiByo nit	न	na	कर्णः । वर्णः । जर्णश्चन्द्रे च वृक्षे च । सेना । द्रोणः । पन्नो नीचैर्गतिः । अन्नमोदनः । स्वप्नो निद्रा ।	
3011	धेट इच्च	Dewa icca	न	na	धेनः सिन्धुर्नदी धेना ।	
3012	तृषिशुषिरसिभ्यः कित्	tfziSuzirasiByaH kit	न	na	तृष्णा । शुष्णः सूर्यो वह्निश्च । रस्नं द्रव्यम् ।	
3013	सुञो दीर्घश्च	suYo dIrGaSca	न	na	सूना वधस्थानम् ।	
3014	रमेस्त च	ramesta ca	न	na	रमयतीति रत्नम् ।	
3015	रास्नासास्नास्थूणावीणाः	rAsnAsAsnAsTURAvIRAH	न	na	रास्ना गन्धद्रव्यम् । सास्ना गोगलकम्बलः । स्थूणा गृहस्तम्भः । वीणा वल्लकी ।	
3016	गादाभ्यामिष्णुच्	gAdAByAmizRuc	इष्णुच्	izRuc	गेष्णुर्गायनः । देष्णुर्दाता ।	
3017	कृत्यशूभ्यां क्स्नः	kftyaSUByAM ksnaH	क्स्न	ksna	कृत्स्नम् । अक्ष्णमखण्डम् ।	
3018	तिजेर्दीर्घश्च	tijerdIrGaSca	क्स्न	ksna	तीक्ष्णम् ।	
3019	श्लिषेरच्चोपधायाः	SlizeraccopaDAyAH	क्स्न	ksna	श्लक्ष्णम् ।	
3020	यजिमनिशुन्धिदसिजनिभ्यो युच्	yajimaniSunDidasijaniByo yuc	युच्	yuc	यज्युरध्वर्युः। मन्युर्दैन्ये क्रतौ क्रुधि । शुन्ध्युरग्निः । दस्युस्तस्करः । जन्युः शरीरी ।	
3021	भुजिमृङ्भ्याम् युक्त्युकौ	BujimfNByAm yuktyukO	युक्, त्युक्	yuk, tyuk	भुज्युर्भाजनम् । मृत्युः ।	
