gana_id	gana_name_slp1	gana_name_deva	sutra_ref	serial	member_slp1	member_deva	note
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	1	aiuR	अइउण्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	2	fxk	ऋऌक्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	3	eoN	एओङ्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	4	EOc	ऐऔच्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	5	hyvrw	हयवरट्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	6	lR	लण्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	7	YmNRnm	ञमङणनम्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	8	JBY	झभञ्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	9	GQDz	घढधष्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	10	jbgqdS	जबगडदश्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	11	KPCWTcwtv	खफछठथचटतव्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	12	kpy	कपय्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	13	Szsr	शषसर्	
1	mAheSvarasUtra	māheśvarasūtra	shivasutra	14	hl	हल्	
2	srvAdiH	सर्वादिः	1.1.27	1	srv	सर्व	
2	srvAdiH	सर्वादिः	1.1.27	2	viSv	विश्व	
2	srvAdiH	सर्वादिः	1.1.27	3	uB	उभ	
2	srvAdiH	सर्वादिः	1.1.27	4	uBy	उभय	
2	srvAdiH	सर्वादिः	1.1.27	5	qtr	डतर	
2	srvAdiH	सर्वादिः	1.1.27	6	qtm	डतम	
2	srvAdiH	सर्वादिः	1.1.27	7	any	अन्य	
2	srvAdiH	सर्वादिः	1.1.27	8	anytr	अन्यतर	
2	srvAdiH	सर्वादिः	1.1.27	9	itr	इतर	
2	srvAdiH	सर्वादिः	1.1.27	10	tvt	त्वत्	
2	srvAdiH	सर्वादिः	1.1.27	11	tv	त्व	
2	srvAdiH	सर्वादिः	1.1.27	12	nem	नेम	
2	srvAdiH	सर्वादिः	1.1.27	13	sm	सम	
2	srvAdiH	सर्वादिः	1.1.27	14	sim	सिम	
2	srvAdiH	सर्वादिः	1.1.27	15	tyd	त्यद्	
2	srvAdiH	सर्वादिः	1.1.27	16	td	तद्	
2	srvAdiH	सर्वादिः	1.1.27	17	yd	यद्	
2	srvAdiH	सर्वादिः	1.1.27	18	etd	एतद्	
2	srvAdiH	सर्वादिः	1.1.27	19	idm	इदम्	
2	srvAdiH	सर्वादिः	1.1.27	20	ads	अदस्	
2	srvAdiH	सर्वादिः	1.1.27	21	ek	एक	
2	srvAdiH	सर्वादिः	1.1.27	22	dvi	द्वि	
2	srvAdiH	सर्वादिः	1.1.27	23	yuzmd	युष्मद्	
2	srvAdiH	सर्वादिः	1.1.27	24	asmd	अस्मद्	
2	srvAdiH	सर्वादिः	1.1.27	25	Bvtu	भवतु	
2	srvAdiH	सर्वादिः	1.1.27	26	kim 	किम् ॥	
3	svrAdiH	स्वरादिः	1.1.37	1	svr	स्वर्	
3	svrAdiH	स्वरादिः	1.1.37	2	antr	अन्तर्	
3	svrAdiH	स्वरादिः	1.1.37	3	prAtr	प्रातर्	
3	svrAdiH	स्वरादिः	1.1.37	4	<i>antodAttAH</i>	<i>अन्तोदात्ताः</i>	
3	svrAdiH	स्वरादिः	1.1.37	5	punr	पुनर्	
3	svrAdiH	स्वरादिः	1.1.37	6	snutr	सनुतर्	
3	svrAdiH	स्वरादिः	1.1.37	7	uccEs	उच्चैस्	
3	svrAdiH	स्वरादिः	1.1.37	8	nIcEs	नीचैस्	
3	svrAdiH	स्वरादिः	1.1.37	9	SnEs	शनैस्	
3	svrAdiH	स्वरादिः	1.1.37	10	fDk	ऋधक्	
3	svrAdiH	स्वरादिः	1.1.37	11	fte	ऋते	
3	svrAdiH	स्वरादिः	1.1.37	12	yugpt	युगपत्	
3	svrAdiH	स्वरादिः	1.1.37	13	ArAt	आरात्	
3	svrAdiH	स्वरादिः	1.1.37	14	antikAt	अन्तिकात्	
3	svrAdiH	स्वरादिः	1.1.37	15	pfTk	पृथक्	
3	svrAdiH	स्वरादिः	1.1.37	16	<i>AdyudAttAH</i>	<i>आद्युदात्ताः</i>	
3	svrAdiH	स्वरादिः	1.1.37	17	hys	ह्यस्	
3	svrAdiH	स्वरादिः	1.1.37	18	Svs	श्वस्	
3	svrAdiH	स्वरादिः	1.1.37	19	divA	दिवा	
3	svrAdiH	स्वरादिः	1.1.37	20	rAtrO	रात्रौ	
3	svrAdiH	स्वरादिः	1.1.37	21	sAym	सायम्	
3	svrAdiH	स्वरादिः	1.1.37	22	cirm	चिरम्	
3	svrAdiH	स्वरादिः	1.1.37	23	mnAk	मनाक्	
3	svrAdiH	स्वरादिः	1.1.37	24	Izt	ईषत्	
3	svrAdiH	स्वरादिः	1.1.37	25	SSvt	शश्वत्	
3	svrAdiH	स्वरादिः	1.1.37	26	jozm	जोषम्	
3	svrAdiH	स्वरादिः	1.1.37	27	tUzRIm	तूष्णीम्	
3	svrAdiH	स्वरादिः	1.1.37	28	bhis	बहिस्	
3	svrAdiH	स्वरादिः	1.1.37	29	aDs	अधस्	
3	svrAdiH	स्वरादिः	1.1.37	30	avs	अवस्	
3	svrAdiH	स्वरादिः	1.1.37	31	smyA	समया	
3	svrAdiH	स्वरादिः	1.1.37	32	nikzA	निकषा	
3	svrAdiH	स्वरादिः	1.1.37	33	svym	स्वयम्	
3	svrAdiH	स्वरादिः	1.1.37	34	mfzA	मृषा	
3	svrAdiH	स्वरादिः	1.1.37	35	nktm	नक्तम्	
3	svrAdiH	स्वरादिः	1.1.37	36	nY	नञ्	
3	svrAdiH	स्वरादिः	1.1.37	37	hetO	हेतौ	
3	svrAdiH	स्वरादिः	1.1.37	38	he	हे	
3	svrAdiH	स्वरादिः	1.1.37	39	hE	है	
3	svrAdiH	स्वरादिः	1.1.37	40	idDA	इद्धा	
3	svrAdiH	स्वरादिः	1.1.37	41	adDA	अद्धा	
3	svrAdiH	स्वरादिः	1.1.37	42	sAmi	सामि	
3	svrAdiH	स्वरादिः	1.1.37	43	<i>antodAttAH</i>	<i>अन्तोदात्ताः</i>	
3	svrAdiH	स्वरादिः	1.1.37	44	, yTA  brAhmRvt, kztriyvt	, यथा  ब्राह्मणवत्, क्षत्रियवत्	
3	svrAdiH	स्वरादिः	1.1.37	45	snA	सना	
3	svrAdiH	स्वरादिः	1.1.37	46	snt	सनत्	
3	svrAdiH	स्वरादिः	1.1.37	47	snAt	सनात्	
3	svrAdiH	स्वरादिः	1.1.37	48	upDA	उपधा	
3	svrAdiH	स्वरादिः	1.1.37	49	tirs	तिरस्	
3	svrAdiH	स्वरादिः	1.1.37	50	<i>AdyudAttAH</i>	<i>आद्युदात्ताः</i>	
3	svrAdiH	स्वरादिः	1.1.37	51	antrA	अन्तरा	
3	svrAdiH	स्वरादिः	1.1.37	52	antodAttAH	अन्तोदात्ताः	
3	svrAdiH	स्वरादिः	1.1.37	53	antreR	अन्तरेण	
3	svrAdiH	स्वरादिः	1.1.37	54	mk	मक्	
3	svrAdiH	स्वरादिः	1.1.37	55	jyok	ज्योक्	
3	svrAdiH	स्वरादिः	1.1.37	56	yok	योक्	
3	svrAdiH	स्वरादिः	1.1.37	57	nk	नक्	
3	svrAdiH	स्वरादिः	1.1.37	58	km	कम्	
3	svrAdiH	स्वरादिः	1.1.37	59	Sm	शम्	
3	svrAdiH	स्वरादिः	1.1.37	60	snA	सना	
3	svrAdiH	स्वरादिः	1.1.37	61	shsA	सहसा	
3	svrAdiH	स्वरादिः	1.1.37	62	SrdDA	श्रद्धा	
3	svrAdiH	स्वरादिः	1.1.37	63	alm	अलम्	
3	svrAdiH	स्वरादिः	1.1.37	64	svDA	स्वधा	
3	svrAdiH	स्वरादिः	1.1.37	65	vzw	वषट्	
3	svrAdiH	स्वरादिः	1.1.37	66	vinA	विना	
3	svrAdiH	स्वरादिः	1.1.37	67	nAnA	नाना	
3	svrAdiH	स्वरादिः	1.1.37	68	svsti	स्वस्ति	
3	svrAdiH	स्वरादिः	1.1.37	69	anyt	अन्यत्	
3	svrAdiH	स्वरादिः	1.1.37	70	asti	अस्ति	
3	svrAdiH	स्वरादिः	1.1.37	71	upAMSu	उपांशु	
3	svrAdiH	स्वरादिः	1.1.37	72	kzmA	क्षमा	
3	svrAdiH	स्वरादिः	1.1.37	73	vihAysA	विहायसा	
3	svrAdiH	स्वरादिः	1.1.37	74	dozA	दोषा	
3	svrAdiH	स्वरादिः	1.1.37	75	mfzA	मृषा	
3	svrAdiH	स्वरादिः	1.1.37	76	muDA	मुधा	
3	svrAdiH	स्वरादिः	1.1.37	77	dizwyA	दिष्ट्या	
3	svrAdiH	स्वरादिः	1.1.37	78	vfTA	वृथा	
3	svrAdiH	स्वरादिः	1.1.37	79	miTyA	मिथ्या	
3	svrAdiH	स्वरादिः	1.1.37	80	purA	पुरा	
3	svrAdiH	स्वरादिः	1.1.37	81	miTo	मिथो	
3	svrAdiH	स्वरादिः	1.1.37	82	miTs	मिथस्	
3	svrAdiH	स्वरादिः	1.1.37	83	prAys	प्रायस्	
3	svrAdiH	स्वरादिः	1.1.37	84	muhus	मुहुस्	
3	svrAdiH	स्वरादिः	1.1.37	85	prvAhukm	प्रवाहुकम्	
3	svrAdiH	स्वरादिः	1.1.37	86	prvAhikA	प्रवाहिका	
3	svrAdiH	स्वरादिः	1.1.37	87	Aryhlm	आर्यहलम्	
3	svrAdiH	स्वरादिः	1.1.37	88	aBIkzRm	अभीक्ष्णम्	
3	svrAdiH	स्वरादिः	1.1.37	89	sAym	सायम्	
3	svrAdiH	स्वरादिः	1.1.37	90	sAkm	साकम्	
3	svrAdiH	स्वरादिः	1.1.37	91	sArDm	सार्धम्	
3	svrAdiH	स्वरादिः	1.1.37	92	sArTm	सार्थम्	
3	svrAdiH	स्वरादिः	1.1.37	93	strm	सत्रम्	
3	svrAdiH	स्वरादिः	1.1.37	94	smm	समम्	
3	svrAdiH	स्वरादिः	1.1.37	95	nms	नमस्	
3	svrAdiH	स्वरादिः	1.1.37	96	hiruk	हिरुक्	
3	svrAdiH	स्वरादिः	1.1.37	97	SstsI, kftvsuc, suc, AsTAlO	शस्तसी, कृत्वसुच्, सुच्, आस्थालौ	
3	svrAdiH	स्वरादिः	1.1.37	98	aT	अथ	
3	svrAdiH	स्वरादिः	1.1.37	99	am	अम्	
3	svrAdiH	स्वरादिः	1.1.37	100	Am	आम्	
3	svrAdiH	स्वरादिः	1.1.37	101	prtAm	प्रताम्	
3	svrAdiH	स्वरादिः	1.1.37	102	prtAn	प्रतान्	
3	svrAdiH	स्वरादिः	1.1.37	103	prSAn	प्रशान्	
3	svrAdiH	स्वरादिः	1.1.37	104	tTAhi	तथाहि	
3	svrAdiH	स्वरादिः	1.1.37	105	mA	मा	
3	svrAdiH	स्वरादिः	1.1.37	106	mAN	माङ्	
3	svrAdiH	स्वरादिः	1.1.37	107	Srm	श्रम्	
3	svrAdiH	स्वरादिः	1.1.37	108	kAmm	कामम्	
3	svrAdiH	स्वरादिः	1.1.37	109	prkAmm	प्रकामम्	
3	svrAdiH	स्वरादिः	1.1.37	110	BUys	भूयस्	
3	svrAdiH	स्वरादिः	1.1.37	111	prm	परम्	
3	svrAdiH	स्वरादिः	1.1.37	112	sAkzAt	साक्षात्	
3	svrAdiH	स्वरादिः	1.1.37	113	sAci	साचि	
3	svrAdiH	स्वरादिः	1.1.37	114	sAvi	सावि	
3	svrAdiH	स्वरादिः	1.1.37	115	stym	सत्यम्	
3	svrAdiH	स्वरादिः	1.1.37	116	mMkzu	मंक्षु	
3	svrAdiH	स्वरादिः	1.1.37	117	sMvt	संवत्	
3	svrAdiH	स्वरादिः	1.1.37	118	avSym	अवश्यम्	
3	svrAdiH	स्वरादिः	1.1.37	119	spdi	सपदि	
3	svrAdiH	स्वरादिः	1.1.37	120	prAdus	प्रादुस्	
3	svrAdiH	स्वरादिः	1.1.37	121	Avis	आविस्	
3	svrAdiH	स्वरादिः	1.1.37	122	aniSm	अनिशम्	
3	svrAdiH	स्वरादिः	1.1.37	123	nitym	नित्यम्	
3	svrAdiH	स्वरादिः	1.1.37	124	nitydA	नित्यदा	
3	svrAdiH	स्वरादिः	1.1.37	125	sdA	सदा	
3	svrAdiH	स्वरादिः	1.1.37	126	ajsrm	अजस्रम्	
3	svrAdiH	स्वरादिः	1.1.37	127	snttm	सन्ततम्	
3	svrAdiH	स्वरादिः	1.1.37	128	uzA	उषा	
3	svrAdiH	स्वरादिः	1.1.37	129	om	ओम्	
3	svrAdiH	स्वरादिः	1.1.37	130	BUr	भूर्	
3	svrAdiH	स्वरादिः	1.1.37	131	Buvr	भुवर्	
3	svrAdiH	स्वरादिः	1.1.37	132	Jwiti	झटिति	
3	svrAdiH	स्वरादिः	1.1.37	133	trsA	तरसा	
3	svrAdiH	स्वरादिः	1.1.37	134	suzWu	सुष्ठु	
3	svrAdiH	स्वरादिः	1.1.37	135	ku	कु	
3	svrAdiH	स्वरादिः	1.1.37	136	aYjsA	अञ्जसा	
3	svrAdiH	स्वरादिः	1.1.37	137	a	अ	
3	svrAdiH	स्वरादिः	1.1.37	138	miTu	मिथु	
3	svrAdiH	स्वरादिः	1.1.37	139	amiTu	अमिथु	
3	svrAdiH	स्वरादिः	1.1.37	140	viTk	विथक्	
3	svrAdiH	स्वरादिः	1.1.37	141	BAjk	भाजक्	
3	svrAdiH	स्वरादिः	1.1.37	142	anvk	अन्वक्	
3	svrAdiH	स्वरादिः	1.1.37	143	cirAy	चिराय	
3	svrAdiH	स्वरादिः	1.1.37	144	cirm	चिरम्	
3	svrAdiH	स्वरादिः	1.1.37	145	cirrAtrAy	चिररात्राय	
3	svrAdiH	स्वरादिः	1.1.37	146	cirsy	चिरस्य	
3	svrAdiH	स्वरादिः	1.1.37	147	cireR	चिरेण	
3	svrAdiH	स्वरादिः	1.1.37	148	cirAt	चिरात्	
3	svrAdiH	स्वरादिः	1.1.37	149	astm	अस्तम्	
3	svrAdiH	स्वरादिः	1.1.37	150	Anuzk	आनुषक्	
3	svrAdiH	स्वरादिः	1.1.37	151	anuzk	अनुषक्	
3	svrAdiH	स्वरादिः	1.1.37	152	anuzw	अनुषट्	
3	svrAdiH	स्वरादिः	1.1.37	153	amns	अम्नस्	
3	svrAdiH	स्वरादिः	1.1.37	154	amBs	अम्भस्	
3	svrAdiH	स्वरादिः	1.1.37	155	amnr	अम्नर्	
3	svrAdiH	स्वरादिः	1.1.37	156	amBr	अम्भर्	
3	svrAdiH	स्वरादिः	1.1.37	157	sTAne	स्थाने	
3	svrAdiH	स्वरादिः	1.1.37	158	vrm	वरम्	
3	svrAdiH	स्वरादिः	1.1.37	159	duzWu	दुष्ठु	
3	svrAdiH	स्वरादिः	1.1.37	160	blAt	बलात्	
3	svrAdiH	स्वरादिः	1.1.37	161	Su	शु	
3	svrAdiH	स्वरादिः	1.1.37	162	arvAk	अर्वाक्	
3	svrAdiH	स्वरादिः	1.1.37	163	Sudi	शुदि	
3	svrAdiH	स्वरादिः	1.1.37	164	vdi	वदि	
3	svrAdiH	स्वरादिः	1.1.37	165	ityAdi	इत्यादि	
3	svrAdiH	स्वरादिः	1.1.37	166	nAnAYO 	नानाञौ ॥	
4	cAdiH	चादिः	1.4.57	1	c	च	
4	cAdiH	चादिः	1.4.57	2	vA	वा	
4	cAdiH	चादिः	1.4.57	3	h	ह	
4	cAdiH	चादिः	1.4.57	4	ah	अह	
4	cAdiH	चादिः	1.4.57	5	ev	एव	
4	cAdiH	चादिः	1.4.57	6	evm	एवम्	
4	cAdiH	चादिः	1.4.57	7	nUnm	नूनम्	
4	cAdiH	चादिः	1.4.57	8	SSvt	शश्वत्	
4	cAdiH	चादिः	1.4.57	9	yugpt	युगपत्	
4	cAdiH	चादिः	1.4.57	10	BUys	भूयस्	
4	cAdiH	चादिः	1.4.57	11	sUpt	सूपत्	
4	cAdiH	चादिः	1.4.57	12	kUpt	कूपत्	
4	cAdiH	चादिः	1.4.57	13	kuvit	कुवित्	
4	cAdiH	चादिः	1.4.57	14	net	नेत्	
4	cAdiH	चादिः	1.4.57	15	cet	चेत्	
4	cAdiH	चादिः	1.4.57	16	cR	चण्	
4	cAdiH	चादिः	1.4.57	17	kccit	कच्चित्	
4	cAdiH	चादिः	1.4.57	18	ytr	यत्र	
4	cAdiH	चादिः	1.4.57	19	ttr	तत्र	
4	cAdiH	चादिः	1.4.57	20	nh	नह	
4	cAdiH	चादिः	1.4.57	21	hnt	हन्त	
4	cAdiH	चादिः	1.4.57	22	mAkim	माकिम्	
4	cAdiH	चादिः	1.4.57	23	mAkIm	माकीम्	
4	cAdiH	चादिः	1.4.57	24	mAkir	माकिर्	
4	cAdiH	चादिः	1.4.57	25	nkim	नकिम्	
4	cAdiH	चादिः	1.4.57	26	nkIm	नकीम्	
4	cAdiH	चादिः	1.4.57	27	nkir	नकिर्	
4	cAdiH	चादिः	1.4.57	28	AkIm	आकीम्	
4	cAdiH	चादिः	1.4.57	29	mAN	माङ	
4	cAdiH	चादिः	1.4.57	30	nY	नञ्	
4	cAdiH	चादिः	1.4.57	31	tAvt	तावत्	
4	cAdiH	चादिः	1.4.57	32	yAvt	यावत्	
4	cAdiH	चादिः	1.4.57	33	tvA	त्वा	
4	cAdiH	चादिः	1.4.57	34	tvE	त्वै	
4	cAdiH	चादिः	1.4.57	35	dvE	द्वै	
4	cAdiH	चादिः	1.4.57	36	nvE	न्वै	
4	cAdiH	चादिः	1.4.57	37	rE	रै	
4	cAdiH	चादिः	1.4.57	38	re	रे	
4	cAdiH	चादिः	1.4.57	39	SrOzw	श्रौषट्	
4	cAdiH	चादिः	1.4.57	40	vOzw	वौषट्	
4	cAdiH	चादिः	1.4.57	41	svAhA	स्वाहा	
4	cAdiH	चादिः	1.4.57	42	vzw	वषट्	
4	cAdiH	चादिः	1.4.57	43	svDA	स्वधा	
4	cAdiH	चादिः	1.4.57	44	om	ओम्	
4	cAdiH	चादिः	1.4.57	45	tTA	तथा	
4	cAdiH	चादिः	1.4.57	46	tTAhi	तथाहि	
4	cAdiH	चादिः	1.4.57	47	Klu	खलु	
4	cAdiH	चादिः	1.4.57	48	kil	किल	
4	cAdiH	चादिः	1.4.57	49	aT	अथ	
4	cAdiH	चादिः	1.4.57	50	suzwu	सुष्टु	
4	cAdiH	चादिः	1.4.57	51	sm	स्म	
4	cAdiH	चादिः	1.4.57	52	a	अ	
4	cAdiH	चादिः	1.4.57	53	i	इ	
4	cAdiH	चादिः	1.4.57	54	u	उ	
4	cAdiH	चादिः	1.4.57	55	f	ऋ	
4	cAdiH	चादिः	1.4.57	56	x	ऌ	
4	cAdiH	चादिः	1.4.57	57	u	उ	
4	cAdiH	चादिः	1.4.57	58	e	ए	
4	cAdiH	चादिः	1.4.57	59	E	ऐ	
4	cAdiH	चादिः	1.4.57	60	o	ओ	
4	cAdiH	चादिः	1.4.57	61	O	औ	
4	cAdiH	चादिः	1.4.57	62	Adh	आदह	
4	cAdiH	चादिः	1.4.57	63	uY	उञ्	
4	cAdiH	चादिः	1.4.57	64	ukY	उकञ्	
4	cAdiH	चादिः	1.4.57	65	velAyAm	वेलायाम्	
4	cAdiH	चादिः	1.4.57	66	mAtrAyAm	मात्रायाम्	
4	cAdiH	चादिः	1.4.57	67	yTA	यथा	
4	cAdiH	चादिः	1.4.57	68	yt	यत्	
4	cAdiH	चादिः	1.4.57	69	tt	तत्	
4	cAdiH	चादिः	1.4.57	70	kim	किम्	
4	cAdiH	चादिः	1.4.57	71	purA	पुरा	
4	cAdiH	चादिः	1.4.57	72	vDA	वधा	
4	cAdiH	चादिः	1.4.57	73	vDvA	वध्वा	
4	cAdiH	चादिः	1.4.57	74	Dik	धिक्	
4	cAdiH	चादिः	1.4.57	75	hAhA	हाहा	
4	cAdiH	चादिः	1.4.57	76	hehE	हेहै	
4	cAdiH	चादिः	1.4.57	77	hhe	हहे	
4	cAdiH	चादिः	1.4.57	78	pAw	पाट्	
4	cAdiH	चादिः	1.4.57	79	pyAw	प्याट्	
4	cAdiH	चादिः	1.4.57	80	Aho	आहो	
4	cAdiH	चादिः	1.4.57	81	utAho	उताहो	
4	cAdiH	चादिः	1.4.57	82	ho	हो	
4	cAdiH	चादिः	1.4.57	83	aho	अहो	
4	cAdiH	चादिः	1.4.57	84	no	नो	
4	cAdiH	चादिः	1.4.57	85	nO	नौ	
4	cAdiH	चादिः	1.4.57	86	aTo	अथो	
4	cAdiH	चादिः	1.4.57	87	nnu	ननु	
4	cAdiH	चादिः	1.4.57	88	mnye	मन्ये	
4	cAdiH	चादिः	1.4.57	89	miTyA	मिथ्या	
4	cAdiH	चादिः	1.4.57	90	asi	असि	
4	cAdiH	चादिः	1.4.57	91	brUhi	ब्रूहि	
4	cAdiH	चादिः	1.4.57	92	tu	तु	
4	cAdiH	चादिः	1.4.57	93	nu	नु	
4	cAdiH	चादिः	1.4.57	94	iti	इति	
4	cAdiH	चादिः	1.4.57	95	iv	इव	
4	cAdiH	चादिः	1.4.57	96	vt	वत्	
4	cAdiH	चादिः	1.4.57	97	vAt	वात्	
4	cAdiH	चादिः	1.4.57	98	vn	वन	
4	cAdiH	चादिः	1.4.57	99	bt	बत	
4	cAdiH	चादिः	1.4.57	100	sm	सम्	
4	cAdiH	चादिः	1.4.57	101	vSm	वशम्	
4	cAdiH	चादिः	1.4.57	102	Sikm	शिकम्	
4	cAdiH	चादिः	1.4.57	103	dikm	दिकम्	
4	cAdiH	चादिः	1.4.57	104	snukM	सनुकं	
4	cAdiH	चादिः	1.4.57	105	CMvw	छंवट्	
4	cAdiH	चादिः	1.4.57	106	CMbw	छंबट्	
4	cAdiH	चादिः	1.4.57	107	SNke	शङ्के	
4	cAdiH	चादिः	1.4.57	108	Sukm	शुकम्	
4	cAdiH	चादिः	1.4.57	109	Km	खम्	
4	cAdiH	चादिः	1.4.57	110	snAt	सनात्	
4	cAdiH	चादिः	1.4.57	111	snutr	सनुतर्	
4	cAdiH	चादिः	1.4.57	112	nhikm	नहिकम्	
4	cAdiH	चादिः	1.4.57	113	stym	सत्यम्	
4	cAdiH	चादिः	1.4.57	114	ftm	ऋतम्	
4	cAdiH	चादिः	1.4.57	115	adDA	अद्धा	
4	cAdiH	चादिः	1.4.57	116	idDA	इद्धा	
4	cAdiH	चादिः	1.4.57	117	nocet	नोचेत्	
4	cAdiH	चादिः	1.4.57	118	ncet	नचेत्	
4	cAdiH	चादिः	1.4.57	119	nhi	नहि	
4	cAdiH	चादिः	1.4.57	120	jAtu	जातु	
4	cAdiH	चादिः	1.4.57	121	kTm	कथम्	
4	cAdiH	चादिः	1.4.57	122	kutH	कुतः	
4	cAdiH	चादिः	1.4.57	123	kutr	कुत्र	
4	cAdiH	चादिः	1.4.57	124	av	अव	
4	cAdiH	चादिः	1.4.57	125	anu	अनु	
4	cAdiH	चादिः	1.4.57	126	hA	हा	
4	cAdiH	चादिः	1.4.57	127	he	हे	
4	cAdiH	चादिः	1.4.57	128	hE	है	
4	cAdiH	चादिः	1.4.57	129	Ahosvit	आहोस्वित्	
4	cAdiH	चादिः	1.4.57	130	Sm	शम्	
4	cAdiH	चादिः	1.4.57	131	km	कम्	
4	cAdiH	चादिः	1.4.57	132	Km	खम्	
4	cAdiH	चादिः	1.4.57	133	dizwyA	दिष्ट्या	
4	cAdiH	चादिः	1.4.57	134	pSu	पशु	
4	cAdiH	चादिः	1.4.57	135	nw	नट्	
4	cAdiH	चादिः	1.4.57	136	sh	सह	
4	cAdiH	चादिः	1.4.57	137	Anuzw	आनुषट्	
4	cAdiH	चादिः	1.4.57	138	Anuzk	आनुषक्	
4	cAdiH	चादिः	1.4.57	139	aNg	अङ्ग	
4	cAdiH	चादिः	1.4.57	140	Pw	फट्	
4	cAdiH	चादिः	1.4.57	141	tAjk	ताजक्	
4	cAdiH	चादिः	1.4.57	142	BAjk	भाजक्	
4	cAdiH	चादिः	1.4.57	143	aye	अये	
4	cAdiH	चादिः	1.4.57	144	are	अरे	
4	cAdiH	चादिः	1.4.57	145	vAw	वाट्	
4	cAdiH	चादिः	1.4.57	146	cAwu	चाटु	
4	cAdiH	चादिः	1.4.57	147	kum	कुम्	
4	cAdiH	चादिः	1.4.57	148	Kum	खुम्	
4	cAdiH	चादिः	1.4.57	149	Gum	घुम्	
4	cAdiH	चादिः	1.4.57	150	am	अम्	
4	cAdiH	चादिः	1.4.57	151	Im	ईम्	
4	cAdiH	चादिः	1.4.57	152	sIm	सीम्	
4	cAdiH	चादिः	1.4.57	153	sim	सिम्	
4	cAdiH	चादिः	1.4.57	154	si	सि	
4	cAdiH	चादिः	1.4.57	155	vE	वै	
4	cAdiH	चादिः	1.4.57	156		॥	
5	prAdiH	प्रादिः	1.4.58	1	pr	प्र	
5	prAdiH	प्रादिः	1.4.58	2	prA	परा	
5	prAdiH	प्रादिः	1.4.58	3	ap	अप	
5	prAdiH	प्रादिः	1.4.58	4	sm	सम्	
5	prAdiH	प्रादिः	1.4.58	5	anu	अनु	
5	prAdiH	प्रादिः	1.4.58	6	av	अव	
5	prAdiH	प्रादिः	1.4.58	7	nis	निस्	
5	prAdiH	प्रादिः	1.4.58	8	nir	निर्	
5	prAdiH	प्रादिः	1.4.58	9	dus	दुस्	
5	prAdiH	प्रादिः	1.4.58	10	dur	दुर्	
5	prAdiH	प्रादिः	1.4.58	11	vi	वि	
5	prAdiH	प्रादिः	1.4.58	12	AN	आङ्	
5	prAdiH	प्रादिः	1.4.58	13	ni	नि	
5	prAdiH	प्रादिः	1.4.58	14	aDi	अधि	
5	prAdiH	प्रादिः	1.4.58	15	api	अपि	
5	prAdiH	प्रादिः	1.4.58	16	ati	अति	
5	prAdiH	प्रादिः	1.4.58	17	su	सु	
5	prAdiH	प्रादिः	1.4.58	18	ud	उद्	
5	prAdiH	प्रादिः	1.4.58	19	aBi	अभि	
5	prAdiH	प्रादिः	1.4.58	20	prti	प्रति	
5	prAdiH	प्रादिः	1.4.58	21	pri	परि	
5	prAdiH	प्रादिः	1.4.58	22	up 	उप ॥	
6	UryAdiH	ऊर्यादिः	1.4.61	1	UrI	ऊरी	
6	UryAdiH	ऊर्यादिः	1.4.61	2	urrI	उररी	
6	UryAdiH	ऊर्यादिः	1.4.61	3	tnTI	तन्थी	
6	UryAdiH	ऊर्यादिः	1.4.61	4	tAlI	ताली	
6	UryAdiH	ऊर्यादिः	1.4.61	5	AttAlI	आत्ताली	
6	UryAdiH	ऊर्यादिः	1.4.61	6	vetAlI	वेताली	
6	UryAdiH	ऊर्यादिः	1.4.61	7	DUlI	धूली	
6	UryAdiH	ऊर्यादिः	1.4.61	8	DUs	धूस	
6	UryAdiH	ऊर्यादिः	1.4.61	9	SklA	शकला	
6	UryAdiH	ऊर्यादिः	1.4.61	10	sMSklA	संशकला	
6	UryAdiH	ऊर्यादिः	1.4.61	11	DvMsklA	ध्वंसकला	
6	UryAdiH	ऊर्यादिः	1.4.61	12	BrMsklA	भ्रंसकला	
6	UryAdiH	ऊर्यादिः	1.4.61	13	guluguDA	गुलुगुधा	
6	UryAdiH	ऊर्यादिः	1.4.61	14	sjUs	सजूस्	
6	UryAdiH	ऊर्यादिः	1.4.61	15	Pl	फल	
6	UryAdiH	ऊर्यादिः	1.4.61	16	PlI	फली	
6	UryAdiH	ऊर्यादिः	1.4.61	17	viklI	विक्ली	
6	UryAdiH	ऊर्यादिः	1.4.61	18	AklI	आक्ली	
6	UryAdiH	ऊर्यादिः	1.4.61	19	AlozWI	आलोष्ठी	
6	UryAdiH	ऊर्यादिः	1.4.61	20	kevAlI	केवाली	
